rate,YEAR,COUNTRY,SEX
11.7759,2012,CAN,BTSX
12.0905,2013,CAN,BTSX
19.7765,2017,CAN,MLE
12.7077,2014,CAN,BTSX
11.2693,2011,CAN,BTSX
6.82,2014,CAN,FMLE
13.0454,2017,CAN,BTSX
17.6075,2019,CAN,MLE
17.4621,2012,CAN,MLE
17.8757,2018,CAN,MLE
19.8807,2010,CHE,MLE
21.0089,2013,CHE,MLE
14.7172,2014,CHE,BTSX
9.0,2018,CHE,FMLE
9.23,2010,CHE,FMLE
20.1022,2018,CHE,MLE
20.4643,2017,CHE,MLE
20.5384,2015,CHE,MLE
14.0704,2016,CHE,BTSX
8.43,2016,CHE,FMLE
8.97,2019,CHL,BTSX
14.9196,2019,CHL,MLE
16.7657,2016,CHL,MLE
9.99,2016,CHL,BTSX
4.39,2010,CHL,FMLE
3.77,2012,CHL,FMLE
4.13,2015,CHL,FMLE
3.42,2016,CHL,FMLE
19.3565,2011,CHL,MLE
14.5975,2018,CHL,MLE
19.0624,2010,CHL,MLE
9.01,2019,CHE,FMLE
20.2221,2011,CHE,MLE
20.1614,2019,CHE,MLE
15.0707,2013,CHE,BTSX
9.29,2012,CHE,FMLE
9.7,2014,CHE,FMLE
19.815,2016,CHE,MLE
20.2712,2012,CHE,MLE
8.94,2017,CHE,FMLE
14.5385,2019,CHE,BTSX
11.6098,2010,CHL,BTSX
9.27,2017,CHL,BTSX
3.19,2018,CHL,FMLE
9.97,2015,CHL,BTSX
16.3991,2014,CHL,MLE
9.85,2014,CHL,BTSX
8.81,2018,CHL,BTSX
11.6769,2011,CHL,BTSX
15.9967,2015,CHL,MLE
9.96,2014,CHN,MLE
9.9,2016,CHN,MLE
8.16,2016,CHN,BTSX
8.59,2013,CHN,BTSX
17.4877,2012,CHL,MLE
10.5201,2012,CHL,BTSX
4.24,2011,CHL,FMLE
3.49,2014,CHL,FMLE
3.19,2019,CHL,FMLE
3.6,2013,CHL,FMLE
3.17,2017,CHL,FMLE
9.8,2013,CHL,BTSX
16.19,2013,CHL,MLE
15.5487,2017,CHL,MLE
9.6,2011,CHN,BTSX
6.27,2017,CHN,FMLE
7.42,2012,CHN,FMLE
11.011,2011,CHN,MLE
10.2372,2010,CHN,BTSX
10.1153,2013,CHN,MLE
8.07,2019,CHN,BTSX
6.36,2015,CHN,FMLE
9.92,2017,CHN,MLE
8.13,2018,CHN,BTSX
6.65,2014,CHN,FMLE
9.0,2012,CHN,BTSX
2.88,2017,CIV,FMLE
3.79,2013,CIV,FMLE
2.8,2018,CIV,FMLE
18.2445,2013,CIV,MLE
17.4057,2014,CIV,MLE
6.27,2018,CHN,FMLE
6.97,2013,CHN,FMLE
8.13,2015,CHN,BTSX
8.72,2010,CHN,FMLE
6.24,2019,CHN,FMLE
8.14,2017,CHN,BTSX
8.11,2011,CHN,FMLE
10.4952,2012,CHN,MLE
6.31,2016,CHN,FMLE
9.9,2018,CHN,MLE
8.35,2014,CHN,BTSX
9.81,2015,CHN,MLE
11.6708,2010,CHN,MLE
9.81,2019,CHN,MLE
16.55,2015,CIV,MLE
3.93,2011,CIV,FMLE
11.1256,2011,CIV,BTSX
3.5,2014,CIV,FMLE
11.364,2010,CIV,BTSX
11.1113,2013,CIV,BTSX
18.4644,2012,CIV,MLE
4.46,2010,CIV,FMLE
3.85,2012,CIV,FMLE
15.0326,2018,CIV,MLE
10.5387,2014,CIV,BTSX
3.3,2015,CIV,FMLE
15.9244,2016,CIV,MLE
9.46,2015,CMR,BTSX
13.5276,2018,CMR,MLE
10.8053,2010,CMR,BTSX
15.3912,2017,CIV,MLE
2.83,2019,CIV,FMLE
8.98,2018,CIV,BTSX
8.9,2019,CIV,BTSX
3.08,2016,CIV,FMLE
14.8559,2019,CIV,MLE
9.57,2016,CIV,BTSX
10.0022,2015,CIV,BTSX
9.2,2017,CIV,BTSX
11.26,2012,CIV,BTSX
18.0591,2010,CIV,MLE
18.1166,2011,CIV,MLE
4.4,2019,CMR,FMLE
5.15,2014,CMR,FMLE
5.32,2013,CMR,FMLE
4.52,2016,CMR,FMLE
9.22,2016,CMR,BTSX
10.3978,2013,CMR,BTSX
14.8,2014,CMR,MLE
9.97,2014,CMR,BTSX
10.7706,2011,CMR,BTSX
16.1238,2010,CMR,MLE
8.98,2017,CMR,BTSX
8.9,2018,CMR,BTSX
6.72,2018,COD,BTSX
6.74,2014,COD,BTSX
3.13,2011,COD,FMLE
2.73,2017,COD,FMLE
13.6282,2019,CMR,MLE
16.1842,2011,CMR,MLE
13.9176,2016,CMR,MLE
4.28,2018,CMR,FMLE
5.03,2012,CMR,FMLE
5.5,2010,CMR,FMLE
13.658,2017,CMR,MLE
9.02,2019,CMR,BTSX
14.1447,2015,CMR,MLE
15.4864,2013,CMR,MLE
10.6245,2012,CMR,BTSX
4.31,2017,CMR,FMLE
4.78,2015,CMR,FMLE
5.37,2011,CMR,FMLE
16.2299,2012,CMR,MLE
10.657,2018,COD,MLE
11.1041,2011,COD,MLE
6.53,2016,COD,BTSX
7.1,2011,COD,BTSX
2.92,2014,COD,FMLE
6.61,2015,COD,BTSX
6.83,2013,COD,BTSX
3.23,2010,COD,FMLE
2.77,2019,COD,FMLE
10.3968,2015,COD,MLE
7.19,2010,COD,BTSX
10.7463,2013,COD,MLE
3.02,2012,COD,FMLE
2.84,2015,COD,FMLE
6.7,2019,COD,BTSX
10.6332,2019,COD,MLE
11.8303,2012,COG,MLE
7.5,2014,COG,BTSX
9.3,2017,COG,MLE
5.95,2012,COG,FMLE
6.74,2016,COG,BTSX
9.52,2019,COG,MLE
6.48,2019,COG,BTSX
4.96,2014,COG,FMLE
6.93,2012,COD,BTSX
10.8772,2012,COD,MLE
10.3054,2017,COD,MLE
10.2978,2016,COD,MLE
6.51,2017,COD,BTSX
11.1795,2010,COD,MLE
2.8,2018,COD,FMLE
10.5881,2014,COD,MLE
2.78,2016,COD,FMLE
2.93,2013,COD,FMLE
10.9818,2013,COG,MLE
9.28,2018,COG,MLE
3.45,2019,COG,FMLE
8.88,2012,COG,BTSX
4.02,2016,COG,FMLE
9.47,2016,COG,MLE
10.0614,2014,COG,MLE
3.86,2017,COG,FMLE
1.87,2015,COL,FMLE
1.54,2012,COL,FMLE
3.66,2013,COL,BTSX
1.64,2016,COL,FMLE
3.75,2014,COL,BTSX
1.53,2013,COL,FMLE
1.53,2010,COL,FMLE
6.16,2014,COL,MLE
1.43,2014,COL,FMLE
1.75,2019,COL,FMLE
5.33,2013,COG,FMLE
6.79,2015,COG,BTSX
9.38,2015,COG,MLE
6.44,2010,COG,FMLE
5.87,2011,COG,FMLE
9.01,2010,COG,BTSX
11.6192,2010,COG,MLE
8.15,2013,COG,BTSX
4.21,2015,COG,FMLE
11.4692,2011,COG,MLE
8.66,2011,COG,BTSX
6.58,2017,COG,BTSX
3.62,2018,COG,FMLE
6.45,2018,COG,BTSX
6.92,2016,COL,MLE
3.83,2010,COL,BTSX
7.55,2017,COL,MLE
6.21,2012,COL,MLE
1.87,2017,COL,FMLE
4.66,2017,COL,BTSX
5.1,2011,COM,BTSX
1.52,2011,COL,FMLE
4.23,2016,COL,BTSX
1.74,2018,COL,FMLE
4.02,2018,COL,BTSX
5.87,2013,COL,MLE
3.67,2011,COL,BTSX
3.9,2019,COL,BTSX
5.92,2011,COL,MLE
6.22,2010,COL,MLE
6.13,2019,COL,MLE
3.82,2012,COL,BTSX
4.13,2015,COL,BTSX
6.4,2018,COL,MLE
6.48,2015,COL,MLE
3.87,2016,COM,FMLE
3.94,2014,COM,FMLE
6.98,2010,COM,MLE
5.41,2017,COM,BTSX
5.24,2012,COM,BTSX
5.51,2015,COM,BTSX
6.54,2013,COM,MLE
3.75,2019,COM,FMLE
6.28,2011,COM,MLE
3.89,2011,COM,FMLE
4.13,2010,COM,FMLE
3.88,2012,COM,FMLE
3.76,2018,COM,FMLE
6.94,2018,COM,MLE
3.8,2017,COM,FMLE
5.38,2019,COM,BTSX
4.45,2019,CPV,FMLE
23.9919,2015,CPV,MLE
22.2002,2018,CPV,MLE
12.9289,2019,CPV,BTSX
4.84,2014,CPV,FMLE
14.646,2013,CPV,BTSX
14.4129,2015,CPV,BTSX
24.8306,2011,CPV,MLE
23.8402,2014,CPV,MLE
14.8899,2012,CPV,BTSX
23.668,2017,CPV,MLE
4.85,2010,CPV,FMLE
4.95,2013,CPV,FMLE
4.78,2015,CPV,FMLE
14.8225,2011,CPV,BTSX
24.772,2012,CPV,MLE
6.57,2012,COM,MLE
24.2884,2013,CPV,MLE
21.3425,2019,CPV,MLE
13.3771,2018,CPV,BTSX
4.57,2017,CPV,FMLE
24.7388,2010,CPV,MLE
4.49,2018,CPV,FMLE
14.3527,2016,CPV,BTSX
14.3658,2014,CPV,BTSX
14.1519,2017,CPV,BTSX
4.7,2016,CPV,FMLE
4.79,2011,CPV,FMLE
2.19,2018,CRI,FMLE
13.0,2016,CRI,MLE
9.92,2017,CRI,MLE
6.72,2013,CRI,BTSX
3.8,2013,COM,FMLE
7.1,2014,COM,MLE
6.99,2017,COM,MLE
7.08,2015,COM,MLE
6.99,2019,COM,MLE
5.57,2010,COM,BTSX
5.36,2018,COM,BTSX
3.9,2015,COM,FMLE
7.08,2016,COM,MLE
5.53,2014,COM,BTSX
5.18,2013,COM,BTSX
5.49,2016,COM,BTSX
23.9491,2016,CPV,MLE
14.7859,2010,CPV,BTSX
4.96,2012,CPV,FMLE
6.56,2012,CRI,BTSX
2.35,2011,CRI,FMLE
1.95,2010,CRI,FMLE
11.4304,2011,CRI,MLE
11.6509,2013,CRI,MLE
11.835,2010,CRI,MLE
6.9,2011,CRI,BTSX
7.18,2018,CRI,BTSX
8.06,2019,CRI,BTSX
7.66,2016,CRI,BTSX
1.89,2014,CRI,FMLE
11.1854,2015,CRI,MLE
1.94,2012,CRI,FMLE
6.12,2017,CRI,BTSX
11.1583,2012,CRI,MLE
14.1227,2019,CRI,MLE
6.9,2010,CRI,BTSX
2.0,2019,CRI,FMLE
1.78,2013,CRI,FMLE
2.32,2017,CRI,FMLE
2.28,2015,CRI,FMLE
2.32,2016,CRI,FMLE
9.35,2014,CRI,MLE
12.1787,2018,CRI,MLE
6.73,2015,CRI,BTSX
5.63,2014,CRI,BTSX
21.3887,2016,CUB,MLE
22.2751,2012,CUB,MLE
6.08,2010,CUB,FMLE
14.2501,2018,CUB,BTSX
5.44,2016,CUB,FMLE
13.942,2013,CUB,BTSX
22.9178,2017,CUB,MLE
22.5362,2015,CUB,MLE
6.0,2019,CUB,FMLE
22.7071,2018,CUB,MLE
5.63,2015,CUB,FMLE
22.4302,2013,CUB,MLE
22.4867,2011,CUB,MLE
14.0314,2015,CUB,BTSX
13.4379,2014,CUB,BTSX
5.91,2018,CUB,FMLE
14.1354,2011,CUB,BTSX
5.68,2014,CUB,FMLE
14.4331,2010,CUB,BTSX
5.42,2012,CUB,FMLE
6.28,2017,CUB,FMLE
14.5456,2017,CUB,BTSX
5.55,2013,CUB,FMLE
14.4504,2019,CUB,BTSX
22.8766,2010,CUB,MLE
5.88,2011,CUB,FMLE
13.3618,2016,CUB,BTSX
21.2866,2014,CUB,MLE
23.0219,2019,CUB,MLE
13.7971,2012,CUB,BTSX
4.26,2011,CYP,BTSX
1.78,2018,CYP,FMLE
3.69,2017,CYP,BTSX
2.1,2015,CYP,FMLE
1.23,2016,CYP,FMLE
3.64,2019,CYP,BTSX
4.16,2018,CYP,BTSX
7.57,2011,CYP,MLE
4.7,2015,CYP,BTSX
5.39,2012,CYP,BTSX
4.63,2016,CYP,BTSX
1.25,2013,CYP,FMLE
9.91,2012,CYP,MLE
6.02,2019,CYP,MLE
0.969,2011,CYP,FMLE
5.36,2014,CYP,BTSX
10.2237,2013,CYP,MLE
5.73,2013,CYP,BTSX
7.29,2015,CYP,MLE
1.27,2019,CYP,FMLE
0.887,2012,CYP,FMLE
8.44,2010,CYP,MLE
2.14,2010,CYP,FMLE
6.55,2018,CYP,MLE
0.978,2017,CYP,FMLE
7.62,2014,CYP,MLE
3.1,2014,CYP,FMLE
6.39,2017,CYP,MLE
8.01,2016,CYP,MLE
5.29,2010,CYP,BTSX
24.0948,2014,CZE,MLE
22.412,2017,CZE,MLE
5.09,2010,CZE,FMLE
5.16,2011,CZE,FMLE
5.59,2012,CZE,FMLE
12.1774,2019,CZE,BTSX
5.85,2014,CZE,FMLE
13.5563,2018,CZE,BTSX
15.6901,2013,CZE,BTSX
22.2731,2018,CZE,MLE
14.8151,2014,CZE,BTSX
28.2022,2012,CZE,MLE
19.7531,2019,CZE,MLE
12.9938,2016,CZE,BTSX
16.0637,2011,CZE,BTSX
25.3604,2010,CZE,MLE
16.7004,2012,CZE,BTSX
4.97,2015,CZE,FMLE
22.4713,2015,CZE,MLE
13.5699,2015,CZE,BTSX
5.68,2013,CZE,FMLE
26.054,2013,CZE,MLE
27.3574,2011,CZE,MLE
21.2283,2016,CZE,MLE
5.72,2017,CZE,FMLE
13.9276,2017,CZE,BTSX
5.12,2018,CZE,FMLE
19.9044,2013,DEU,MLE
18.9377,2012,DEU,MLE
6.76,2018,DEU,FMLE
18.6175,2019,DEU,MLE
18.7684,2017,DEU,MLE
12.8716,2012,DEU,BTSX
20.0354,2011,DEU,MLE
12.883,2018,DEU,BTSX
13.0238,2016,DEU,BTSX
12.3139,2019,DEU,BTSX
6.89,2014,DEU,FMLE
19.4,2016,DEU,MLE
6.66,2011,DEU,FMLE
19.9644,2010,DEU,MLE
13.3754,2014,DEU,BTSX
7.26,2015,DEU,FMLE
19.4711,2015,DEU,MLE
7.16,2013,DEU,FMLE
19.1749,2018,DEU,MLE
13.4192,2013,DEU,BTSX
13.2195,2011,DEU,BTSX
6.16,2019,DEU,FMLE
6.77,2010,DEU,FMLE
9.32,2016,DJI,BTSX
9.7,2018,DJI,BTSX
8.22,2010,DJI,BTSX
5.59,2010,DJI,FMLE
12.6034,2019,DJI,MLE
9.0,2013,DJI,BTSX
6.45,2018,DJI,FMLE
9.64,2019,DJI,BTSX
5.73,2012,DJI,FMLE
5.65,2011,DJI,FMLE
6.19,2016,DJI,FMLE
10.5241,2010,DJI,MLE
11.6302,2015,DJI,MLE
6.38,2017,DJI,FMLE
9.18,2014,DJI,BTSX
11.6286,2013,DJI,MLE
10.9381,2011,DJI,MLE
9.7,2017,DJI,BTSX
6.56,2017,DEU,FMLE
12.5764,2017,DEU,BTSX
13.2667,2015,DEU,BTSX
15.0393,2010,CZE,BTSX
5.04,2016,CZE,FMLE
4.84,2019,CZE,FMLE
6.84,2016,DEU,FMLE
13.239,2010,DEU,BTSX
20.0849,2014,DEU,MLE
7.03,2012,DEU,FMLE
12.1294,2016,DJI,MLE
6.35,2019,DJI,FMLE
8.47,2011,DJI,BTSX
11.9087,2014,DJI,MLE
12.6308,2018,DJI,MLE
6.1,2014,DJI,FMLE
6.01,2013,DJI,FMLE
9.02,2015,DJI,BTSX
8.66,2012,DJI,BTSX
6.1,2015,DJI,FMLE
11.2196,2012,DJI,MLE
12.6771,2017,DJI,MLE
17.4237,2013,DNK,MLE
10.6956,2019,DNK,BTSX
6.5,2019,DNK,FMLE
12.5667,2011,DNK,BTSX
15.617,2017,DNK,MLE
6.92,2012,DNK,FMLE
12.1265,2013,DNK,BTSX
11.9822,2014,DNK,BTSX
18.1284,2011,DNK,MLE
14.9349,2019,DNK,MLE
7.08,2011,DNK,FMLE
10.9294,2015,DNK,BTSX
11.7973,2010,DNK,BTSX
15.6805,2016,DNK,MLE
7.03,2018,DNK,FMLE
15.7559,2018,DNK,MLE
7.12,2017,DNK,FMLE
16.4544,2010,DNK,MLE
7.21,2010,DNK,FMLE
7.21,2015,DNK,FMLE
6.7,2014,DNK,FMLE
11.3453,2017,DNK,BTSX
14.6874,2015,DNK,MLE
10.8706,2016,DNK,BTSX
6.89,2013,DNK,FMLE
12.8035,2012,DNK,BTSX
11.3681,2018,DNK,BTSX
18.7656,2012,DNK,MLE
6.11,2016,DNK,FMLE
17.3209,2014,DNK,MLE
5.49,2013,DOM,BTSX
2.35,2015,DOM,FMLE
2.21,2014,DOM,FMLE
5.69,2017,DOM,BTSX
4.93,2019,DOM,BTSX
6.06,2014,DOM,BTSX
1.69,2010,DOM,FMLE
8.03,2019,DOM,MLE
2.33,2016,DOM,FMLE
1.88,2012,DOM,FMLE
5.2,2012,DOM,BTSX
1.84,2019,DOM,FMLE
8.53,2018,DOM,MLE
4.88,2011,DOM,BTSX
7.72,2010,DOM,MLE
5.24,2018,DOM,BTSX
3.13,2019,DZA,MLE
3.82,2010,DZA,MLE
3.03,2010,DZA,BTSX
3.48,2014,DZA,MLE
1.83,2019,DZA,FMLE
3.05,2017,DZA,MLE
2.76,2014,DZA,BTSX
3.73,2011,DZA,MLE
3.36,2015,DZA,MLE
2.0,2013,DOM,FMLE
10.3803,2015,DOM,MLE
1.77,2011,DOM,FMLE
1.95,2018,DOM,FMLE
7.97,2011,DOM,MLE
10.3888,2016,DOM,MLE
2.13,2017,DOM,FMLE
9.24,2017,DOM,MLE
8.98,2013,DOM,MLE
6.36,2016,DOM,BTSX
6.37,2015,DOM,BTSX
8.51,2012,DOM,MLE
4.72,2010,DOM,BTSX
9.89,2014,DOM,MLE
3.18,2016,DZA,MLE
1.91,2016,DZA,FMLE
1.86,2017,DZA,FMLE
2.22,2010,DZA,FMLE
3.61,2013,DZA,MLE
1.99,2015,DZA,FMLE
2.12,2012,DZA,FMLE
1.86,2018,DZA,FMLE
2.68,2015,DZA,BTSX
2.9,2012,DZA,BTSX
3.66,2012,DZA,MLE
2.02,2014,DZA,FMLE
2.46,2017,DZA,BTSX
2.95,2011,DZA,BTSX
2.55,2016,DZA,BTSX
2.48,2018,DZA,BTSX
3.09,2018,DZA,MLE
2.49,2019,DZA,BTSX
2.15,2011,DZA,FMLE
2.85,2013,DZA,BTSX
2.07,2013,DZA,FMLE
4.28,2015,ECU,FMLE
13.2792,2015,ECU,MLE
14.1628,2013,ECU,MLE
3.85,2018,ECU,FMLE
3.63,2019,ECU,FMLE
9.92,2010,ECU,BTSX
8.96,2016,ECU,BTSX
9.55,2013,ECU,BTSX
13.5822,2016,ECU,MLE
14.2815,2010,ECU,MLE
14.2671,2011,ECU,MLE
12.2491,2018,ECU,MLE
4.25,2017,ECU,FMLE
7.63,2019,ECU,BTSX
5.18,2012,ECU,FMLE
8.78,2014,ECU,BTSX
9.2,2017,ECU,BTSX
14.1456,2017,ECU,MLE
4.32,2016,ECU,FMLE
11.63,2019,ECU,MLE
10.1035,2012,ECU,BTSX
4.54,2014,ECU,FMLE
5.54,2010,ECU,FMLE
15.009,2012,ECU,MLE
8.05,2018,ECU,BTSX
13.0011,2014,ECU,MLE
5.3,2011,ECU,FMLE
8.79,2015,ECU,BTSX
9.79,2011,ECU,BTSX
4.92,2013,ECU,FMLE
3.29,2014,EGY,BTSX
2.96,2018,EGY,BTSX
4.36,2015,EGY,MLE
4.0,2019,EGY,MLE
3.2,2016,EGY,BTSX
3.89,2018,EGY,MLE
2.0,2019,EGY,FMLE
3.01,2019,EGY,BTSX
3.28,2015,EGY,BTSX
4.45,2011,EGY,MLE
2.17,2015,EGY,FMLE
1.95,2017,EGY,FMLE
4.58,2012,EGY,MLE
4.42,2014,EGY,MLE
3.99,2017,EGY,MLE
2.15,2011,EGY,FMLE
2.07,2016,EGY,FMLE
2.0,2018,EGY,FMLE
3.21,2010,EGY,BTSX
2.98,2017,EGY,BTSX
17.2935,2017,ERI,MLE
5.5,2015,ERI,FMLE
18.8315,2012,ERI,MLE
17.777,2015,ERI,MLE
17.1992,2018,ERI,MLE
11.2818,2018,ERI,BTSX
5.44,2016,ERI,FMLE
11.745,2014,ERI,BTSX
5.81,2011,ERI,FMLE
17.9788,2014,ERI,MLE
11.6475,2015,ERI,BTSX
19.5438,2010,ERI,MLE
5.35,2017,ERI,FMLE
5.94,2010,ERI,FMLE
10.9147,2019,ERI,BTSX
11.333,2017,ERI,BTSX
5.34,2018,ERI,FMLE
19.2317,2011,ERI,MLE
17.4766,2016,ERI,MLE
5.7,2012,ERI,FMLE
12.5183,2011,ERI,BTSX
18.3564,2013,ERI,MLE
11.9748,2013,ERI,BTSX
5.58,2013,ERI,FMLE
12.2692,2012,ERI,BTSX
5.22,2019,ERI,FMLE
2.14,2013,EGY,FMLE
4.62,2013,EGY,MLE
4.14,2010,EGY,MLE
3.31,2011,EGY,BTSX
3.39,2013,EGY,BTSX
3.43,2012,EGY,BTSX
2.26,2012,EGY,FMLE
2.13,2014,EGY,FMLE
4.31,2016,EGY,MLE
2.26,2010,EGY,FMLE
5.49,2014,ERI,FMLE
12.7348,2010,ERI,BTSX
16.5874,2019,ERI,MLE
11.4685,2016,ERI,BTSX
12.1951,2017,ESP,MLE
4.12,2015,ESP,FMLE
4.3,2014,ESP,FMLE
12.825,2013,ESP,MLE
8.15,2017,ESP,BTSX
11.9201,2012,ESP,MLE
3.59,2012,ESP,FMLE
4.21,2013,ESP,FMLE
4.14,2018,ESP,FMLE
11.5758,2018,ESP,MLE
7.72,2019,ESP,BTSX
4.08,2016,ESP,FMLE
7.7,2012,ESP,BTSX
4.25,2017,ESP,FMLE
6.93,2010,ESP,BTSX
7.05,2011,ESP,BTSX
11.8118,2015,ESP,MLE
3.09,2010,ESP,FMLE
8.45,2013,ESP,BTSX
7.84,2016,ESP,BTSX
12.9463,2014,ESP,MLE
4.15,2019,ESP,FMLE
3.38,2011,ESP,FMLE
7.79,2018,ESP,BTSX
8.55,2014,ESP,BTSX
7.9,2015,ESP,BTSX
10.8673,2010,ESP,MLE
11.7515,2016,ESP,MLE
11.4254,2019,ESP,MLE
10.811,2011,ESP,MLE
8.12,2017,EST,FMLE
7.59,2012,EST,FMLE
24.2924,2019,EST,MLE
15.8892,2015,EST,BTSX
14.8911,2019,EST,BTSX
19.545,2014,EST,BTSX
32.7359,2010,EST,MLE
18.9332,2013,EST,BTSX
18.7913,2010,EST,BTSX
7.06,2018,EST,FMLE
5.36,2015,EST,FMLE
36.5467,2012,EST,MLE
7.17,2014,EST,FMLE
18.2353,2011,EST,BTSX
15.73,2016,EST,BTSX
6.64,2010,EST,FMLE
7.15,2013,EST,FMLE
5.93,2011,EST,FMLE
30.7264,2017,EST,MLE
24.6252,2018,EST,MLE
15.3427,2018,EST,BTSX
27.8702,2015,EST,MLE
6.46,2019,EST,FMLE
26.5263,2016,EST,MLE
33.6665,2014,EST,MLE
21.0896,2012,EST,BTSX
6.2,2016,EST,FMLE
32.3345,2011,EST,MLE
18.7438,2017,EST,BTSX
32.4119,2013,EST,MLE
3.05,2019,ETH,FMLE
5.38,2019,ETH,BTSX
7.05,2010,ETH,BTSX
7.73,2017,ETH,MLE
3.24,2013,ETH,FMLE
5.4,2017,ETH,BTSX
5.45,2016,ETH,BTSX
4.05,2011,ETH,FMLE
3.17,2014,ETH,FMLE
6.12,2012,ETH,BTSX
9.3,2011,ETH,MLE
9.72,2010,ETH,MLE
7.83,2014,ETH,MLE
3.05,2018,ETH,FMLE
3.07,2017,ETH,FMLE
4.4,2010,ETH,FMLE
7.71,2019,ETH,MLE
7.73,2018,ETH,MLE
6.67,2011,ETH,BTSX
7.87,2015,ETH,MLE
8.08,2013,ETH,MLE
8.62,2012,ETH,MLE
3.17,2015,ETH,FMLE
5.5,2014,ETH,BTSX
3.63,2012,ETH,FMLE
7.78,2016,ETH,MLE
3.11,2016,ETH,FMLE
5.66,2013,ETH,BTSX
5.39,2018,ETH,BTSX
5.52,2015,ETH,BTSX
28.2337,2010,FIN,MLE
17.224,2013,FIN,BTSX
8.41,2012,FIN,FMLE
8.74,2013,FIN,FMLE
7.59,2019,FIN,FMLE
6.63,2015,FIN,FMLE
17.9436,2011,FIN,BTSX
25.9972,2013,FIN,MLE
24.5993,2018,FIN,MLE
16.1713,2018,FIN,BTSX
28.0271,2011,FIN,MLE
7.98,2018,FIN,FMLE
15.2422,2016,FIN,BTSX
23.2217,2019,FIN,MLE
9.26,2010,FIN,FMLE
16.9529,2012,FIN,BTSX
23.763,2016,FIN,MLE
15.2946,2019,FIN,BTSX
23.3934,2017,FIN,MLE
21.6654,2015,FIN,MLE
14.0316,2015,FIN,BTSX
15.4346,2014,FIN,BTSX
25.7955,2012,FIN,MLE
15.926,2017,FIN,BTSX
8.68,2017,FIN,FMLE
18.5722,2010,FIN,BTSX
7.53,2014,FIN,FMLE
6.98,2016,FIN,FMLE
23.603,2014,FIN,MLE
8.21,2011,FIN,FMLE
13.4667,2011,FJI,MLE
12.4694,2018,FJI,MLE
12.9542,2015,FJI,MLE
6.22,2010,FJI,FMLE
13.0012,2016,FJI,MLE
9.98,2013,FJI,BTSX
12.7312,2017,FJI,MLE
6.0,2012,FJI,FMLE
5.88,2013,FJI,FMLE
5.72,2018,FJI,FMLE
5.84,2014,FJI,FMLE
5.72,2016,FJI,FMLE
6.06,2011,FJI,FMLE
8.96,2019,FJI,BTSX
9.31,2017,FJI,BTSX
12.9182,2010,FJI,MLE
5.78,2017,FJI,FMLE
9.69,2014,FJI,BTSX
9.14,2018,FJI,BTSX
5.65,2019,FJI,FMLE
13.9411,2013,FJI,MLE
9.42,2016,FJI,BTSX
13.4153,2014,FJI,MLE
9.39,2015,FJI,BTSX
12.1816,2019,FJI,MLE
13.8475,2012,FJI,MLE
9.64,2010,FJI,BTSX
9.84,2011,FJI,BTSX
5.7,2015,FJI,FMLE
10.0,2012,FJI,BTSX
14.8874,2016,FRA,BTSX
18.2401,2010,FRA,BTSX
21.0676,2018,FRA,MLE
7.96,2016,FRA,FMLE
15.6323,2014,FRA,BTSX
13.7586,2019,FRA,BTSX
8.43,2015,FRA,FMLE
15.8383,2015,FRA,BTSX
7.78,2018,FRA,FMLE
20.3521,2019,FRA,MLE
14.6198,2017,FRA,BTSX
8.81,2014,FRA,FMLE
9.43,2013,FRA,FMLE
18.0141,2011,FRA,BTSX
9.7,2012,FRA,FMLE
14.2124,2018,FRA,BTSX
22.8855,2014,FRA,MLE
22.2623,2016,FRA,MLE
26.5432,2010,FRA,MLE
16.9693,2013,FRA,BTSX
21.6987,2017,FRA,MLE
24.9841,2013,FRA,MLE
23.7145,2015,FRA,MLE
7.97,2017,FRA,FMLE
10.4396,2010,FRA,FMLE
9.94,2011,FRA,FMLE
26.3769,2012,FRA,MLE
7.57,2019,FRA,FMLE
17.7816,2012,FRA,BTSX
26.6062,2011,FRA,MLE
25.5624,2013,FSM,BTSX
38.648,2011,FSM,MLE
27.6814,2017,FSM,BTSX
41.4492,2016,FSM,MLE
28.2149,2019,FSM,BTSX
41.3203,2015,FSM,MLE
11.3378,2011,FSM,FMLE
11.508,2012,FSM,FMLE
12.0237,2016,FSM,FMLE
12.2553,2017,FSM,FMLE
26.9817,2016,FSM,BTSX
39.5136,2014,FSM,MLE
24.4522,2010,FSM,BTSX
12.1532,2015,FSM,FMLE
26.9778,2015,FSM,BTSX
11.5574,2013,FSM,FMLE
12.6027,2018,FSM,FMLE
25.7828,2014,FSM,BTSX
28.2108,2018,FSM,BTSX
11.6015,2014,FSM,FMLE
39.0859,2012,FSM,MLE
42.5972,2017,FSM,MLE
37.5194,2010,FSM,MLE
43.1938,2019,FSM,MLE
39.1307,2013,FSM,MLE
43.3001,2018,FSM,MLE
10.9811,2010,FSM,FMLE
25.2007,2011,FSM,BTSX
12.7212,2019,FSM,FMLE
25.5099,2012,FSM,BTSX
8.41,2019,GAB,BTSX
16.2661,2014,GAB,MLE
2.7,2016,GAB,FMLE
8.64,2013,GAB,BTSX
2.49,2013,GAB,FMLE
2.55,2017,GAB,FMLE
3.05,2015,GAB,FMLE
15.0101,2012,GAB,MLE
15.9889,2015,GAB,MLE
2.4,2019,GAB,FMLE
9.2,2016,GAB,BTSX
14.194,2019,GAB,MLE
