rate,YEAR,COUNTRY,SEX
3.85,2015,KGZ,FMLE
3.66,2016,KGZ,FMLE
8.26,2017,KGZ,BTSX
3.17,2010,KHM,FMLE
2.77,2019,KHM,FMLE
7.23,2017,KHM,MLE
3.0,2013,KHM,FMLE
2.88,2016,KHM,FMLE
7.17,2018,KHM,MLE
2.92,2014,KHM,FMLE
7.03,2019,KHM,MLE
5.07,2016,KHM,BTSX
9.89,2015,KGZ,BTSX
16.9691,2014,KGZ,MLE
10.4743,2014,KGZ,BTSX
13.1691,2017,KGZ,MLE
3.36,2018,KGZ,FMLE
13.6796,2016,KGZ,MLE
7.39,2019,KGZ,BTSX
17.8983,2011,KGZ,MLE
3.18,2019,KGZ,FMLE
8.0,2018,KGZ,BTSX
4.39,2012,KGZ,FMLE
17.0779,2013,KGZ,MLE
17.6106,2012,KGZ,MLE
5.37,2010,KHM,BTSX
3.09,2011,KHM,FMLE
7.33,2014,KHM,MLE
5.07,2014,KHM,BTSX
5.06,2015,KHM,BTSX
3.06,2012,KHM,FMLE
7.43,2013,KHM,MLE
5.16,2013,KHM,BTSX
4.93,2018,KHM,BTSX
4.96,2017,KHM,BTSX
2.79,2018,KHM,FMLE
2.8,2017,KHM,FMLE
5.27,2011,KHM,BTSX
7.54,2012,KHM,MLE
2.89,2015,KHM,FMLE
7.33,2015,KHM,MLE
5.24,2012,KHM,BTSX
4.85,2019,KHM,BTSX
7.68,2010,KHM,MLE
7.36,2016,KHM,MLE
7.57,2011,KHM,MLE
9.5,2014,KIR,FMLE
8.6,2018,KIR,FMLE
29.5147,2016,KIR,BTSX
9.25,2016,KIR,FMLE
50.7694,2015,KIR,MLE
9.57,2012,KIR,FMLE
51.1162,2012,KIR,MLE
9.41,2015,KIR,FMLE
50.7436,2014,KIR,MLE
52.3847,2010,KIR,MLE
52.6295,2011,KIR,MLE
29.9941,2012,KIR,BTSX
50.7728,2017,KIR,MLE
29.5647,2017,KIR,BTSX
50.4988,2016,KIR,MLE
8.65,2019,KIR,FMLE
28.0806,2018,KIR,BTSX
48.2295,2018,KIR,MLE
30.8118,2011,KIR,BTSX
40.2313,2019,KOR,MLE
17.1907,2014,KOR,FMLE
25.7888,2017,KOR,BTSX
41.2236,2018,KOR,MLE
40.6913,2014,KOR,MLE
14.7009,2017,KOR,FMLE
40.8853,2012,KOR,MLE
30.1965,2012,KOR,BTSX
47.0133,2011,KOR,MLE
9.7,2010,KIR,FMLE
29.7283,2015,KIR,BTSX
28.2897,2019,KIR,BTSX
9.64,2013,KIR,FMLE
51.9918,2013,KIR,MLE
30.7047,2010,KIR,BTSX
9.69,2011,KIR,FMLE
30.4528,2013,KIR,BTSX
29.7642,2014,KIR,BTSX
9.08,2017,KIR,FMLE
48.5971,2019,KIR,MLE
42.5379,2013,KOR,MLE
39.5481,2015,KOR,MLE
28.5711,2019,KOR,BTSX
34.4805,2011,KOR,BTSX
36.8352,2017,KOR,MLE
30.5745,2013,KOR,BTSX
16.0104,2016,KOR,FMLE
27.1899,2016,KOR,BTSX
16.5006,2015,KOR,FMLE
44.9401,2010,KOR,MLE
38.3238,2016,KOR,MLE
28.9664,2014,KOR,BTSX
19.4636,2012,KOR,FMLE
21.8968,2011,KOR,FMLE
18.5602,2013,KOR,FMLE
15.8974,2018,KOR,FMLE
28.0491,2015,KOR,BTSX
16.8774,2019,KOR,FMLE
28.5816,2018,KOR,BTSX
34.015,2010,KOR,BTSX
23.0442,2010,KOR,FMLE
2.63,2016,KWT,BTSX
3.28,2011,KWT,MLE
3.58,2013,KWT,MLE
0.814,2013,KWT,FMLE
4.16,2018,KWT,MLE
3.94,2016,KWT,MLE
2.5,2014,KWT,BTSX
3.83,2015,KWT,MLE
0.89,2012,KWT,FMLE
0.72,2016,KWT,FMLE
2.38,2012,KWT,BTSX
2.42,2013,KWT,BTSX
2.56,2015,KWT,BTSX
2.71,2017,KWT,BTSX
4.3,2019,KWT,MLE
2.46,2010,KWT,BTSX
2.91,2019,KWT,BTSX
0.716,2018,KWT,FMLE
3.72,2014,KWT,MLE
3.45,2012,KWT,MLE
4.04,2017,KWT,MLE
0.794,2014,KWT,FMLE
2.29,2011,KWT,BTSX
0.714,2017,KWT,FMLE
0.737,2015,KWT,FMLE
2.8,2018,KWT,BTSX
0.925,2011,KWT,FMLE
0.734,2019,KWT,FMLE
3.52,2010,KWT,MLE
1.0,2010,KWT,FMLE
7.59,2012,LAO,MLE
3.52,2014,LAO,FMLE
6.0,2010,LAO,BTSX
3.8,2012,LAO,FMLE
7.52,2014,LAO,MLE
7.63,2019,LAO,MLE
5.59,2015,LAO,BTSX
5.62,2018,LAO,BTSX
5.43,2019,LAO,BTSX
3.23,2019,LAO,FMLE
3.33,2018,LAO,FMLE
7.82,2011,LAO,MLE
5.92,2011,LAO,BTSX
3.37,2017,LAO,FMLE
3.45,2015,LAO,FMLE
4.05,2011,LAO,FMLE
7.66,2013,LAO,MLE
7.84,2010,LAO,MLE
7.88,2017,LAO,MLE
5.53,2014,LAO,BTSX
7.71,2015,LAO,MLE
4.19,2010,LAO,FMLE
3.42,2016,LAO,FMLE
5.59,2016,LAO,BTSX
5.69,2012,LAO,BTSX
7.9,2018,LAO,MLE
3.68,2013,LAO,FMLE
7.74,2016,LAO,MLE
5.63,2017,LAO,BTSX
5.67,2013,LAO,BTSX
4.09,2010,LBN,MLE
3.75,2014,LBN,MLE
1.89,2010,LBN,FMLE
1.84,2012,LBN,FMLE
2.79,2015,LBN,BTSX
2.95,2013,LBN,BTSX
1.88,2011,LBN,FMLE
4.08,2013,LBN,MLE
4.04,2012,LBN,MLE
4.16,2017,LBN,MLE
2.96,2017,LBN,BTSX
2.77,2019,LBN,BTSX
3.83,2015,LBN,MLE
3.81,2019,LBN,MLE
1.74,2015,LBN,FMLE
1.72,2016,LBN,FMLE
4.13,2011,LBN,MLE
1.8,2013,LBN,FMLE
3.01,2010,LBN,BTSX
1.72,2019,LBN,FMLE
2.71,2016,LBN,BTSX
3.02,2011,LBN,BTSX
3.42,2018,LBN,MLE
2.95,2012,LBN,BTSX
1.75,2014,LBN,FMLE
2.51,2018,LBN,BTSX
2.76,2014,LBN,BTSX
1.59,2018,LBN,FMLE
3.69,2016,LBN,MLE
1.75,2017,LBN,FMLE
4.9,2010,LBR,BTSX
5.85,2010,LBR,MLE
3.92,2013,LBR,FMLE
4.91,2013,LBR,BTSX
4.02,2014,LBR,FMLE
4.04,2011,LBR,FMLE
4.42,2018,LBR,BTSX
5.31,2015,LBR,MLE
5.31,2018,LBR,MLE
4.45,2019,LBR,BTSX
5.0,2011,LBR,BTSX
5.89,2013,LBR,MLE
5.95,2011,LBR,MLE
5.59,2019,LBR,MLE
4.91,2014,LBR,BTSX
3.93,2010,LBR,FMLE
5.79,2014,LBR,MLE
4.49,2015,LBR,BTSX
4.46,2017,LBR,BTSX
3.65,2016,LBR,FMLE
5.27,2017,LBR,MLE
3.65,2017,LBR,FMLE
4.99,2012,LBR,BTSX
3.53,2018,LBR,FMLE
4.48,2016,LBR,BTSX
5.3,2016,LBR,MLE
3.66,2015,LBR,FMLE
3.29,2019,LBR,FMLE
3.97,2012,LBR,FMLE
6.0,2012,LBR,MLE
7.78,2017,LBY,MLE
7.92,2015,LBY,MLE
5.05,2011,LBY,BTSX
4.95,2016,LBY,BTSX
5.53,2017,LBY,BTSX
4.48,2019,LBY,BTSX
3.03,2016,LBY,FMLE
3.12,2013,LBY,FMLE
6.81,2011,LBY,MLE
6.26,2014,LBY,BTSX
8.1,2018,LBY,MLE
3.13,2015,LBY,FMLE
5.71,2012,LBY,BTSX
3.23,2014,LBY,FMLE
3.21,2011,LBY,FMLE
6.01,2019,LBY,MLE
9.2,2014,LBY,MLE
6.44,2013,LBY,MLE
7.42,2010,LBY,MLE
3.66,2010,LBY,FMLE
2.91,2019,LBY,FMLE
6.84,2016,LBY,MLE
3.38,2012,LBY,FMLE
5.76,2018,LBY,BTSX
3.37,2018,LBY,FMLE
5.58,2010,LBY,BTSX
7.96,2012,LBY,MLE
4.8,2013,LBY,BTSX
5.56,2015,LBY,BTSX
3.23,2017,LBY,FMLE
8.93,2014,LCA,BTSX
8.65,2015,LCA,BTSX
1.68,2018,LCA,FMLE
13.3685,2016,LCA,MLE
14.2688,2019,LCA,MLE
16.2897,2014,LCA,MLE
15.8248,2012,LCA,MLE
14.964,2013,LCA,MLE
1.63,2016,LCA,FMLE
13.0297,2011,LCA,MLE
1.68,2017,LCA,FMLE
7.88,2019,LCA,BTSX
1.63,2011,LCA,FMLE
1.82,2012,LCA,FMLE
14.353,2010,LCA,MLE
1.71,2010,LCA,FMLE
1.75,2013,LCA,FMLE
7.94,2017,LCA,BTSX
8.26,2013,LCA,BTSX
14.5553,2018,LCA,MLE
7.41,2016,LCA,BTSX
8.02,2018,LCA,BTSX
7.93,2010,LCA,BTSX
1.76,2015,LCA,FMLE
1.67,2019,LCA,FMLE
8.72,2012,LCA,BTSX
7.24,2011,LCA,BTSX
14.3917,2017,LCA,MLE
1.8,2014,LCA,FMLE
15.7547,2015,LCA,MLE
13.9629,2019,LKA,BTSX
21.605,2014,LKA,MLE
13.0937,2014,LKA,BTSX
6.24,2019,LKA,FMLE
6.44,2017,LKA,FMLE
22.3334,2019,LKA,MLE
22.6106,2018,LKA,MLE
23.6,2016,LKA,MLE
15.2416,2013,LKA,BTSX
14.1557,2018,LKA,BTSX
6.34,2018,LKA,FMLE
16.5855,2012,LKA,BTSX
15.1378,2015,LKA,BTSX
21.9086,2010,LKA,BTSX
6.69,2015,LKA,FMLE
26.6894,2012,LKA,MLE
14.7617,2016,LKA,BTSX
6.65,2013,LKA,FMLE
24.4117,2013,LKA,MLE
24.2143,2015,LKA,MLE
5.15,2014,LKA,FMLE
32.9646,2010,LKA,MLE
6.56,2016,LKA,FMLE
14.4195,2017,LKA,BTSX
11.4154,2010,LKA,FMLE
29.0993,2011,LKA,MLE
17.9378,2011,LKA,BTSX
7.39,2011,LKA,FMLE
7.08,2012,LKA,FMLE
23.0404,2017,LKA,MLE
37.5472,2013,LSO,FMLE
30.8212,2017,LSO,FMLE
124.5564,2018,LSO,MLE
30.0928,2019,LSO,FMLE
72.4357,2019,LSO,BTSX
29.9332,2018,LSO,FMLE
76.56651,2018,LSO,BTSX
147.3488,2015,LSO,MLE
25.9168,2010,LSO,FMLE
115.9658,2019,LSO,MLE
86.9973,2016,LSO,BTSX
139.5874,2016,LSO,MLE
111.753,2011,LSO,MLE
92.4021,2015,LSO,BTSX
39.3001,2015,LSO,FMLE
92.6412,2014,LSO,BTSX
107.2233,2010,LSO,MLE
147.8102,2014,LSO,MLE
87.6391,2013,LSO,BTSX
78.3161,2017,LSO,BTSX
79.1082,2012,LSO,BTSX
34.4826,2012,LSO,FMLE
139.8896,2013,LSO,MLE
127.2498,2017,LSO,MLE
125.8852,2012,LSO,MLE
36.0416,2016,LSO,FMLE
39.5154,2014,LSO,FMLE
65.4339,2010,LSO,BTSX
29.4376,2011,LSO,FMLE
69.5295,2011,LSO,BTSX
10.1093,2018,LTU,FMLE
38.0744,2011,LTU,BTSX
45.4082,2019,LTU,MLE
32.7687,2016,LTU,BTSX
29.6731,2017,LTU,BTSX
35.5929,2014,LTU,BTSX
40.4508,2013,LTU,BTSX
35.0478,2012,LTU,BTSX
11.5028,2017,LTU,FMLE
11.5572,2014,LTU,FMLE
63.7898,2014,LTU,MLE
14.1519,2011,LTU,FMLE
9.56,2019,LTU,FMLE
26.1436,2019,LTU,BTSX
9.56,2016,LTU,FMLE
61.5906,2012,LTU,MLE
12.4514,2012,LTU,FMLE
59.9091,2016,LTU,MLE
12.8823,2010,LTU,FMLE
37.2423,2010,LTU,BTSX
11.9401,2015,LTU,FMLE
27.3733,2018,LTU,BTSX
50.8745,2017,LTU,MLE
71.6417,2013,LTU,MLE
13.8881,2013,LTU,FMLE
47.4708,2018,LTU,MLE
61.7082,2015,LTU,MLE
66.1614,2011,LTU,MLE
65.8022,2010,LTU,MLE
34.8585,2015,LTU,BTSX
6.02,2017,LUX,FMLE
12.6587,2014,LUX,BTSX
16.2355,2014,LUX,MLE
10.1613,2016,LUX,BTSX
11.3419,2012,LUX,BTSX
11.9241,2011,LUX,BTSX
13.6028,2017,LUX,MLE
7.39,2011,LUX,FMLE
7.65,2012,LUX,FMLE
9.84,2017,LUX,BTSX
16.5036,2011,LUX,MLE
7.71,2015,LUX,FMLE
15.3435,2019,LUX,MLE
9.07,2014,LUX,FMLE
7.1,2019,LUX,FMLE
14.5397,2018,LUX,MLE
15.5088,2013,LUX,MLE
11.2612,2013,LUX,BTSX
7.02,2013,LUX,FMLE
10.6293,2018,LUX,BTSX
16.6035,2015,LUX,MLE
13.9226,2016,LUX,MLE
17.2754,2010,LUX,MLE
6.82,2010,LUX,FMLE
12.013,2010,LUX,BTSX
12.1749,2015,LUX,BTSX
15.0562,2012,LUX,MLE
11.2655,2019,LUX,BTSX
6.36,2016,LUX,FMLE
6.65,2018,LUX,FMLE
8.38,2015,LVA,FMLE
42.7948,2012,LVA,MLE
23.5264,2012,LVA,BTSX
21.4495,2017,LVA,BTSX
20.1248,2019,LVA,BTSX
37.2087,2015,LVA,MLE
35.4627,2019,LVA,MLE
8.29,2017,LVA,FMLE
22.6812,2011,LVA,BTSX
18.085,2018,LVA,BTSX
36.9393,2017,LVA,MLE
37.6711,2013,LVA,MLE
42.1029,2010,LVA,MLE
22.4937,2010,LVA,BTSX
20.7398,2014,LVA,BTSX
21.2656,2016,LVA,BTSX
34.2559,2018,LVA,MLE
5.93,2010,LVA,FMLE
7.21,2011,LVA,FMLE
6.2,2013,LVA,FMLE
4.32,2018,LVA,FMLE
40.9967,2011,LVA,MLE
8.21,2016,LVA,FMLE
7.12,2014,LVA,FMLE
7.25,2012,LVA,FMLE
7.04,2019,LVA,FMLE
36.6669,2016,LVA,MLE
21.5967,2015,LVA,BTSX
36.8505,2014,LVA,MLE
20.6151,2013,LVA,BTSX
7.18,2019,MAR,BTSX
9.52,2015,MAR,MLE
7.65,2014,MAR,BTSX
4.83,2018,MAR,FMLE
5.52,2014,MAR,FMLE
6.23,2011,MAR,FMLE
12.1913,2011,MAR,MLE
5.31,2015,MAR,FMLE
4.71,2019,MAR,FMLE
11.982,2010,MAR,MLE
9.69,2019,MAR,MLE
7.4,2015,MAR,BTSX
10.1948,2013,MAR,MLE
7.2,2016,MAR,BTSX
7.15,2018,MAR,BTSX
6.01,2012,MAR,FMLE
9.27,2017,MAR,MLE
14.6715,2019,MDA,BTSX
5.41,2015,MDA,FMLE
16.9568,2013,MDA,BTSX
15.8707,2016,MDA,BTSX
5.78,2010,MDA,FMLE
4.74,2016,MDA,FMLE
36.4904,2010,MDA,MLE
17.1883,2014,MDA,BTSX
20.543,2010,MDA,BTSX
4.12,2019,MDA,FMLE
27.9133,2016,MDA,MLE
5.75,2013,MAR,FMLE
8.88,2012,MAR,BTSX
4.95,2017,MAR,FMLE
9.15,2010,MAR,BTSX
9.32,2016,MAR,MLE
6.39,2010,MAR,FMLE
7.09,2017,MAR,BTSX
5.11,2016,MAR,FMLE
7.95,2013,MAR,BTSX
9.51,2018,MAR,MLE
9.17,2011,MAR,BTSX
11.8205,2012,MAR,MLE
9.81,2014,MAR,MLE
28.9605,2012,MDA,MLE
26.6357,2017,MDA,MLE
5.2,2013,MDA,FMLE
7.66,2016,MDG,MLE
3.48,2011,MDG,FMLE
5.57,2012,MDG,BTSX
5.47,2017,MDG,BTSX
3.4,2012,MDG,FMLE
7.6,2019,MDG,MLE
3.35,2017,MDG,FMLE
7.89,2010,MDG,MLE
5.46,2018,MDG,BTSX
3.4,2013,MDG,FMLE
7.6,2017,MDG,MLE
3.36,2015,MDG,FMLE
3.43,2014,MDG,FMLE
3.76,2018,MDA,FMLE
15.2635,2011,MDA,BTSX
4.38,2011,MDA,FMLE
16.9671,2012,MDA,BTSX
16.1525,2015,MDA,BTSX
4.01,2017,MDA,FMLE
29.6477,2013,MDA,MLE
27.0062,2011,MDA,MLE
5.85,2012,MDA,FMLE
27.7588,2015,MDA,MLE
14.4068,2018,MDA,BTSX
26.1334,2019,MDA,MLE
30.6347,2014,MDA,MLE
25.9596,2018,MDA,MLE
4.74,2014,MDA,FMLE
14.8718,2017,MDA,BTSX
7.75,2012,MDG,MLE
7.58,2018,MDG,MLE
5.48,2015,MDG,BTSX
7.74,2013,MDG,MLE
5.47,2019,MDG,BTSX
3.35,2019,MDG,FMLE
5.61,2014,MDG,BTSX
7.62,2015,MDG,MLE
7.79,2014,MDG,MLE
5.56,2013,MDG,BTSX
3.46,2010,MDG,FMLE
3.34,2018,MDG,FMLE
5.51,2016,MDG,BTSX
5.67,2010,MDG,BTSX
5.69,2011,MDG,BTSX
3.37,2016,MDG,FMLE
7.92,2011,MDG,MLE
3.11,2016,MDV,BTSX
3.95,2011,MDV,MLE
0.872,2011,MDV,FMLE
0.849,2012,MDV,FMLE
0.802,2018,MDV,FMLE
2.91,2018,MDV,BTSX
2.57,2013,MDV,BTSX
2.69,2014,MDV,BTSX
3.1,2017,MDV,BTSX
4.62,2016,MDV,MLE
2.57,2011,MDV,BTSX
4.2,2010,MDV,MLE
4.14,2015,MDV,MLE
3.88,2013,MDV,MLE
4.01,2012,MDV,MLE
0.794,2017,MDV,FMLE
4.17,2018,MDV,MLE
3.86,2019,MDV,MLE
0.806,2013,MDV,FMLE
0.911,2010,MDV,FMLE
4.04,2014,MDV,MLE
2.79,2015,MDV,BTSX
4.52,2017,MDV,MLE
0.793,2014,MDV,FMLE
2.74,2019,MDV,BTSX
2.63,2012,MDV,BTSX
2.7,2010,MDV,BTSX
0.783,2016,MDV,FMLE
0.803,2019,MDV,FMLE
0.785,2015,MDV,FMLE
7.48,2010,MEX,MLE
1.94,2012,MEX,FMLE
2.21,2018,MEX,FMLE
5.19,2013,MEX,BTSX
5.56,2016,MEX,BTSX
2.29,2014,MEX,FMLE
8.66,2018,MEX,MLE
5.56,2015,MEX,BTSX
1.98,2013,MEX,FMLE
5.24,2011,MEX,BTSX
4.51,2010,MEX,BTSX
8.54,2019,MEX,MLE
5.36,2018,MEX,BTSX
5.9,2017,MEX,BTSX
5.31,2019,MEX,BTSX
2.18,2017,MEX,FMLE
9.79,2017,MEX,MLE
7.91,2012,MEX,MLE
8.59,2011,MEX,MLE
4.86,2012,MEX,BTSX
8.97,2015,MEX,MLE
9.16,2014,MEX,MLE
8.54,2013,MEX,MLE
9.16,2016,MEX,MLE
2.11,2016,MEX,FMLE
2.22,2019,MEX,FMLE
2.03,2011,MEX,FMLE
2.3,2015,MEX,FMLE
5.65,2014,MEX,BTSX
1.67,2010,MEX,FMLE
13.9007,2012,MKD,MLE
9.25,2016,MKD,BTSX
13.936,2018,MKD,MLE
13.8333,2017,MKD,MLE
4.71,2016,MKD,FMLE
4.76,2017,MKD,FMLE
3.71,2011,MKD,FMLE
9.3,2017,MKD,BTSX
4.65,2014,MKD,FMLE
7.07,2010,MKD,BTSX
9.39,2019,MKD,BTSX
13.9388,2019,MKD,MLE
13.8389,2014,MKD,MLE
13.7752,2016,MKD,MLE
4.84,2019,MKD,FMLE
9.97,2012,MKD,BTSX
13.6823,2015,MKD,MLE
3.92,2013,MKD,FMLE
9.25,2014,MKD,BTSX
9.74,2013,MKD,BTSX
15.5617,2013,MKD,MLE
4.65,2015,MKD,FMLE
3.39,2010,MLI,FMLE
4.47,2010,MLI,BTSX
4.39,2014,MLI,BTSX
4.1,2017,MLI,BTSX
3.37,2013,MLI,FMLE
5.47,2014,MLI,MLE
4.21,2016,MLI,BTSX
7.39,2011,MKD,BTSX
9.17,2015,MKD,BTSX
11.0766,2011,MKD,MLE
6.04,2012,MKD,FMLE
4.81,2018,MKD,FMLE
9.38,2018,MKD,BTSX
4.04,2010,MKD,FMLE
10.1004,2010,MKD,MLE
5.54,2010,MLI,MLE
4.1,2019,MLI,BTSX
2.96,2018,MLI,FMLE
4.08,2018,MLI,BTSX
5.31,2015,MLI,MLE
5.26,2019,MLI,MLE
5.59,2011,MLI,MLE
4.46,2011,MLI,BTSX
3.32,2014,MLI,FMLE
4.28,2015,MLI,BTSX
3.33,2011,MLI,FMLE
5.61,2012,MLI,MLE
5.47,2017,MLT,BTSX
1.61,2010,MLT,FMLE
2.15,2011,MLT,FMLE
7.11,2014,MLT,BTSX
2.65,2013,MLT,FMLE
6.04,2012,MLT,BTSX
11.8572,2014,MLT,MLE
6.76,2011,MLT,BTSX
10.1301,2012,MLT,MLE
9.83,2019,MLT,MLE
6.06,2019,MLT,BTSX
5.99,2018,MLT,BTSX
9.36,2016,MLT,MLE
1.98,2012,MLT,FMLE
2.36,2014,MLT,FMLE
3.24,2015,MLI,FMLE
4.46,2013,MLI,BTSX
3.16,2016,MLI,FMLE
5.27,2016,MLI,MLE
3.0,2017,MLI,FMLE
3.35,2012,MLI,FMLE
4.48,2012,MLI,BTSX
5.21,2018,MLI,MLE
5.19,2017,MLI,MLE
5.55,2013,MLI,MLE
2.94,2019,MLI,FMLE
2.23,2016,MLT,FMLE
9.7,2018,MLT,MLE
11.6142,2015,MLT,MLE
7.18,2015,MLT,BTSX
10.993,2013,MLT,MLE
8.93,2017,MLT,MLE
11.4376,2011,MLT,MLE
5.81,2016,MLT,BTSX
2.73,2015,MLT,FMLE
13.5563,2010,MLT,MLE
7.54,2010,MLT,BTSX
2.27,2019,MLT,FMLE
2.26,2018,MLT,FMLE
1.99,2017,MLT,FMLE
6.81,2013,MLT,BTSX
5.35,2014,MMR,MLE
5.54,2011,MMR,MLE
1.18,2016,MMR,FMLE
5.3,2015,MMR,MLE
3.0,2017,MMR,BTSX
1.54,2010,MMR,FMLE
3.19,2016,MMR,BTSX
2.89,2018,MMR,BTSX
2.9,2019,MMR,BTSX
5.54,2010,MMR,MLE
1.07,2019,MMR,FMLE
1.29,2013,MMR,FMLE
4.82,2018,MMR,MLE
3.42,2011,MMR,BTSX
1.21,2015,MMR,FMLE
5.36,2013,MMR,MLE
5.01,2017,MMR,MLE
1.34,2012,MMR,FMLE
1.12,2017,MMR,FMLE
3.23,2014,MMR,BTSX
1.26,2014,MMR,FMLE
3.47,2010,MMR,BTSX
5.42,2012,MMR,MLE
1.09,2018,MMR,FMLE
1.45,2011,MMR,FMLE
3.31,2012,MMR,BTSX
3.25,2013,MMR,BTSX
4.85,2019,MMR,MLE
5.34,2016,MMR,MLE
3.18,2015,MMR,BTSX
30.5146,2014,MNE,MLE
20.9526,2019,MNE,BTSX
20.8062,2016,MNE,BTSX
21.112,2017,MNE,BTSX
20.9856,2012,MNE,BTSX
20.9192,2011,MNE,BTSX
10.6694,2011,MNE,FMLE
31.1097,2016,MNE,MLE
30.4049,2010,MNE,MLE
10.8705,2014,MNE,FMLE
30.4329,2013,MNE,MLE
30.7089,2015,MNE,MLE
10.6737,2013,MNE,FMLE
31.7028,2019,MNE,MLE
10.4386,2019,MNE,FMLE
10.6878,2018,MNE,FMLE
31.3094,2012,MNE,MLE
31.9458,2018,MNE,MLE
10.5033,2010,MNE,FMLE
20.4395,2013,MNE,BTSX
10.7074,2017,MNE,FMLE
20.3311,2010,MNE,BTSX
10.7329,2016,MNE,FMLE
10.9463,2015,MNE,FMLE
31.753,2017,MNE,MLE
20.7151,2015,MNE,BTSX
10.8998,2012,MNE,FMLE
21.198,2018,MNE,BTSX
31.4163,2011,MNE,MLE
20.58,2014,MNE,BTSX
21.0304,2013,MNG,BTSX
5.86,2017,MNG,FMLE
23.3526,2010,MNG,BTSX
8.23,2010,MNG,FMLE
21.7209,2012,MNG,BTSX
33.728,2014,MNG,MLE
36.2059,2012,MNG,MLE
5.39,2019,MNG,FMLE
17.8852,2019,MNG,BTSX
33.9118,2015,MNG,MLE
38.723,2010,MNG,MLE
20.0053,2015,MNG,BTSX
5.63,2018,MNG,FMLE
6.58,2014,MNG,FMLE
35.2232,2013,MNG,MLE
37.8829,2011,MNG,MLE
32.9085,2017,MNG,MLE
6.41,2015,MNG,FMLE
19.2117,2017,MNG,BTSX
6.19,2016,MNG,FMLE
23.9108,2011,MOZ,MLE
13.9092,2015,MOZ,BTSX
14.3761,2014,MOZ,BTSX
5.61,2016,MOZ,FMLE
5.74,2019,MOZ,FMLE
23.1717,2014,MOZ,MLE
22.4252,2015,MOZ,MLE
21.896,2018,MOZ,MLE
13.6464,2019,MOZ,BTSX
23.493,2010,MOZ,MLE
15.261,2011,MOZ,BTSX
15.7126,2012,MOZ,BTSX
13.3957,2017,MOZ,BTSX
5.48,2017,MOZ,FMLE
13.541,2018,MOZ,BTSX
7.13,2013,MOZ,FMLE
5.92,2015,MOZ,FMLE
24.0712,2013,MOZ,MLE
7.6,2012,MOZ,FMLE
5.66,2018,MOZ,FMLE
13.5523,2016,MOZ,BTSX
14.8991,2010,MOZ,BTSX
24.3985,2012,MOZ,MLE
22.0186,2019,MOZ,MLE
21.8058,2017,MOZ,MLE
7.51,2012,MNG,FMLE
30.741,2019,MNG,MLE
34.3212,2016,MNG,MLE
22.7281,2011,MNG,BTSX
18.6477,2018,MNG,BTSX
7.84,2011,MNG,FMLE
20.0102,2014,MNG,BTSX
20.0831,2016,MNG,BTSX
32.014,2018,MNG,MLE
7.12,2013,MNG,FMLE
15.3202,2013,MOZ,BTSX
7.19,2011,MOZ,FMLE
22.007,2016,MOZ,MLE
6.13,2014,MOZ,FMLE
6.89,2010,MOZ,FMLE
3.88,2016,MRT,MLE
2.29,2012,MRT,FMLE
3.04,2016,MRT,BTSX
2.2,2015,MRT,FMLE
2.19,2017,MRT,FMLE
2.2,2016,MRT,FMLE
2.26,2011,MRT,FMLE
3.85,2015,MRT,MLE
2.2,2018,MRT,FMLE
2.21,2019,MRT,FMLE
3.95,2013,MRT,MLE
4.02,2019,MRT,MLE
3.14,2012,MRT,BTSX
3.96,2017,MRT,MLE
3.06,2014,MRT,BTSX
2.23,2014,MRT,FMLE
3.8,2011,MRT,MLE
3.98,2018,MRT,MLE
3.03,2015,MRT,BTSX
2.25,2013,MRT,FMLE
3.03,2011,MRT,BTSX
3.99,2012,MRT,MLE
3.12,2019,MRT,BTSX
3.1,2013,MRT,BTSX
3.86,2010,MRT,MLE
3.09,2018,MRT,BTSX
2.31,2010,MRT,FMLE
3.88,2014,MRT,MLE
3.08,2010,MRT,BTSX
3.08,2017,MRT,BTSX
16.328,2019,MUS,MLE
4.44,2012,MUS,FMLE
3.96,2014,MUS,FMLE
14.278,2011,MUS,MLE
7.76,2010,MUS,BTSX
8.16,2013,MUS,BTSX
4.07,2017,MUS,FMLE
2.72,2013,MUS,FMLE
3.1,2010,MUS,FMLE
12.1339,2015,MUS,MLE
4.37,2018,MUS,FMLE
13.608,2016,MUS,MLE
13.1392,2018,MUS,MLE
16.5805,2014,MUS,MLE
13.7012,2013,MUS,MLE
8.09,2016,MUS,BTSX
8.7,2018,MUS,BTSX
7.94,2015,MUS,BTSX
14.9304,2012,MUS,MLE
9.64,2012,MUS,BTSX
9.47,2019,MUS,BTSX
2.77,2019,MUS,FMLE
9.04,2011,MUS,BTSX
15.2809,2017,MUS,MLE
12.4996,2010,MUS,MLE
9.62,2017,MUS,BTSX
3.82,2015,MUS,FMLE
10.2127,2014,MUS,BTSX
2.67,2016,MUS,FMLE
3.88,2011,MUS,FMLE
10.8615,2012,MWI,MLE
6.07,2016,MWI,BTSX
1.71,2019,MWI,FMLE
1.97,2017,MWI,FMLE
2.78,2012,MWI,FMLE
9.48,2018,MWI,MLE
10.4468,2014,MWI,MLE
4.02,2010,MWI,FMLE
2.15,2015,MWI,FMLE
6.76,2012,MWI,BTSX
1.81,2018,MWI,FMLE
10.3427,2015,MWI,MLE
6.42,2013,MWI,BTSX
3.34,2011,MWI,FMLE
10.5754,2013,MWI,MLE
