SEX,COUNTRY,YEAR,rate
BTSX,SLE,2014,6.21
FMLE,SLE,2010,4.8
MLE,SLE,2014,8.03
BTSX,SLV,2018,6.03
MLE,SLV,2018,10.3828
FMLE,SLV,2016,2.28
MLE,SLV,2010,10.4977
FMLE,SLV,2011,2.79
FMLE,SLV,2019,2.13
BTSX,SLV,2011,8.03
MLE,SLV,2011,13.867
BTSX,SLV,2017,6.12
FMLE,SLV,2013,2.42
MLE,SLV,2019,10.4986
FMLE,SLV,2014,2.68
FMLE,SLV,2017,2.25
MLE,SLV,2017,10.5109
FMLE,SLV,2018,2.18
BTSX,SLV,2015,6.94
BTSX,SLV,2012,6.75
MLE,SLV,2012,11.2247
MLE,SLV,2013,10.8478
BTSX,SLV,2014,5.76
FMLE,SLV,2015,2.19
MLE,SLV,2014,9.23
MLE,SLV,2016,9.59
BTSX,SLV,2016,5.72
BTSX,SLV,2010,6.12
BTSX,SLV,2019,6.05
BTSX,SLV,2013,6.39
FMLE,SLV,2010,2.18
FMLE,SLV,2012,2.74
MLE,SLV,2015,12.2974
BTSX,SOM,2012,8.11
BTSX,SOM,2016,7.91
MLE,SOM,2015,12.0923
MLE,SOM,2016,11.9885
MLE,SOM,2019,12.0253
FMLE,SOM,2012,3.88
FMLE,SOM,2015,3.91
FMLE,SOM,2017,3.85
BTSX,SOM,2013,8.07
BTSX,SOM,2014,8.06
BTSX,SOM,2017,7.96
MLE,SOM,2013,12.225
MLE,SOM,2012,12.3467
FMLE,SOM,2013,3.93
MLE,SOM,2010,12.5075
MLE,SOM,2017,12.0907
FMLE,SOM,2016,3.85
BTSX,SOM,2015,7.99
MLE,SOM,2014,12.2102
FMLE,SOM,2018,3.82
BTSX,SOM,2011,8.12
FMLE,SOM,2010,3.88
BTSX,SOM,2018,7.95
FMLE,SOM,2011,3.91
BTSX,SOM,2019,7.89
MLE,SOM,2018,12.1078
FMLE,SOM,2019,3.79
MLE,SOM,2011,12.3414
BTSX,SOM,2010,8.19
FMLE,SOM,2014,3.94
MLE,SRB,2017,0.354
BTSX,SRB,2010,17.1769
BTSX,SRB,2012,18.2244
FMLE,SRB,2014,8.39
MLE,SRB,2019,16.6282
FMLE,SRB,2010,8.63
BTSX,SRB,2019,11.3593
BTSX,SRB,2013,17.9182
MLE,SRB,2015,24.5594
BTSX,SRB,2015,16.3555
FMLE,SRB,2011,9.71
BTSX,SRB,2016,15.1794
FMLE,SRB,2017,0.766
FMLE,SRB,2018,6.2
BTSX,SRB,2017,0.564
FMLE,SRB,2016,8.43
MLE,SRB,2012,27.7263
MLE,SRB,2010,26.0691
BTSX,SRB,2014,17.0155
FMLE,SRB,2013,8.82
BTSX,SRB,2011,18.0245
FMLE,SRB,2019,6.3
MLE,SRB,2016,22.1989
MLE,SRB,2011,26.6718
MLE,SRB,2018,16.5548
FMLE,SRB,2015,8.47
MLE,SRB,2014,25.9835
FMLE,SRB,2012,9.09
BTSX,SRB,2018,11.2737
MLE,SRB,2013,27.3755
BTSX,SSD,2013,3.59
MLE,SSD,2018,5.61
FMLE,SSD,2019,2.01
FMLE,SSD,2017,1.96
BTSX,SSD,2019,3.85
MLE,SSD,2010,5.3
FMLE,SSD,2018,1.98
BTSX,SSD,2016,3.65
FMLE,SSD,2012,1.97
FMLE,SSD,2011,1.94
FMLE,SSD,2013,1.91
MLE,SSD,2011,5.3
MLE,SSD,2016,5.35
BTSX,SSD,2011,3.62
MLE,SSD,2019,5.68
FMLE,SSD,2016,1.95
MLE,SSD,2015,5.23
BTSX,SSD,2015,3.59
BTSX,SSD,2018,3.79
MLE,SSD,2012,5.39
MLE,SSD,2013,5.27
MLE,SSD,2014,5.01
FMLE,SSD,2014,1.92
BTSX,SSD,2014,3.46
MLE,SSD,2017,5.33
BTSX,SSD,2012,3.68
FMLE,SSD,2015,1.95
FMLE,SSD,2010,1.99
BTSX,SSD,2010,3.65
BTSX,SSD,2017,3.65
BTSX,STP,2016,1.45
BTSX,STP,2015,1.46
BTSX,STP,2010,1.45
FMLE,STP,2018,0.762
FMLE,STP,2015,0.783
FMLE,STP,2013,0.814
MLE,STP,2011,1.99
FMLE,STP,2017,0.776
BTSX,STP,2013,1.45
MLE,STP,2018,2.16
FMLE,STP,2011,0.787
FMLE,STP,2012,0.884
BTSX,STP,2017,1.47
BTSX,STP,2012,1.47
BTSX,STP,2019,1.48
FMLE,STP,2014,0.816
MLE,STP,2015,2.14
BTSX,STP,2014,1.5
MLE,STP,2012,2.05
FMLE,STP,2016,0.767
BTSX,STP,2018,1.46
MLE,STP,2017,2.16
MLE,STP,2019,2.2
FMLE,STP,2010,0.832
FMLE,STP,2019,0.763
MLE,STP,2013,2.08
MLE,STP,2016,2.13
BTSX,STP,2011,1.39
MLE,STP,2014,2.18
MLE,STP,2010,2.07
FMLE,SUR,2010,11.7132
MLE,SUR,2015,37.7835
FMLE,SUR,2013,11.4651
MLE,SUR,2018,38.9419
MLE,SUR,2011,37.1917
FMLE,SUR,2018,11.9114
BTSX,SUR,2017,24.4744
FMLE,SUR,2014,11.4512
BTSX,SUR,2014,24.6537
BTSX,SUR,2013,25.0969
BTSX,SUR,2011,24.2892
FMLE,SUR,2015,11.5763
BTSX,SUR,2010,25.5268
BTSX,SUR,2016,24.4395
FMLE,SUR,2012,11.3031
FMLE,SUR,2017,11.5983
MLE,SUR,2017,37.2008
BTSX,SUR,2019,25.3733
BTSX,SUR,2012,25.2396
MLE,SUR,2014,37.6869
FMLE,SUR,2016,11.5938
MLE,SUR,2016,37.1308
BTSX,SUR,2015,24.7617
BTSX,SUR,2018,25.5032
FMLE,SUR,2019,11.847
MLE,SUR,2013,38.5481
MLE,SUR,2010,39.1373
FMLE,SUR,2011,11.201
MLE,SUR,2019,38.7539
MLE,SUR,2012,38.9849
MLE,SVK,2016,21.7394
MLE,SVK,2015,21.9164
MLE,SVK,2013,21.8668
BTSX,SVK,2018,12.1722
BTSX,SVK,2013,12.27
BTSX,SVK,2016,12.3298
BTSX,SVK,2011,12.8726
MLE,SVK,2017,21.5719
MLE,SVK,2010,23.9201
FMLE,SVK,2017,3.43
FMLE,SVK,2015,3.43
FMLE,SVK,2012,3.3
FMLE,SVK,2010,3.93
FMLE,SVK,2019,3.43
BTSX,SVK,2010,13.6268
MLE,SVK,2011,22.8592
FMLE,SVK,2018,3.43
BTSX,SVK,2019,12.0899
MLE,SVK,2012,22.3731
BTSX,SVK,2014,12.8951
FMLE,SVK,2016,3.43
FMLE,SVK,2011,3.46
BTSX,SVK,2017,12.2519
MLE,SVK,2019,21.2179
BTSX,SVK,2012,12.5585
MLE,SVK,2018,21.3988
FMLE,SVK,2014,3.69
BTSX,SVK,2015,12.4112
FMLE,SVK,2013,3.21
MLE,SVK,2014,22.6474
BTSX,SVN,2011,21.6061
FMLE,SVN,2016,7.63
BTSX,SVN,2013,22.2482
FMLE,SVN,2014,6.49
FMLE,SVN,2012,7.74
MLE,SVN,2010,34.0016
MLE,SVN,2015,33.2918
MLE,SVN,2012,36.3526
MLE,SVN,2013,36.0882
FMLE,SVN,2011,8.89
MLE,SVN,2016,30.5955
BTSX,SVN,2016,19.048
BTSX,SVN,2014,19.5585
FMLE,SVN,2017,8.55
BTSX,SVN,2017,20.9281
FMLE,SVN,2015,8.94
FMLE,SVN,2019,8.27
FMLE,SVN,2013,8.59
MLE,SVN,2018,27.8266
BTSX,SVN,2015,21.0407
BTSX,SVN,2012,21.9505
MLE,SVN,2014,32.7895
BTSX,SVN,2018,17.805
MLE,SVN,2019,31.4011
MLE,SVN,2017,33.4398
BTSX,SVN,2019,19.7829
FMLE,SVN,2018,7.88
BTSX,SVN,2010,20.6994
FMLE,SVN,2010,7.63
MLE,SVN,2011,34.5148
BTSX,SWE,2015,15.7318
BTSX,SWE,2017,15.0385
FMLE,SWE,2011,8.87
MLE,SWE,2014,19.5558
FMLE,SWE,2016,9.61
BTSX,SWE,2019,14.741
FMLE,SWE,2017,9.59
FMLE,SWE,2013,10.2581
FMLE,SWE,2019,9.52
MLE,SWE,2018,20.2134
BTSX,SWE,2012,14.9637
MLE,SWE,2015,21.8157
FMLE,SWE,2015,9.65
MLE,SWE,2016,19.6094
FMLE,SWE,2012,9.37
MLE,SWE,2017,20.4834
MLE,SWE,2012,20.5783
BTSX,SWE,2011,14.2437
BTSX,SWE,2010,14.7347
MLE,SWE,2011,19.6495
BTSX,SWE,2016,14.6123
MLE,SWE,2013,21.5009
BTSX,SWE,2013,15.8708
MLE,SWE,2010,20.788
FMLE,SWE,2010,8.73
MLE,SWE,2019,19.9462
FMLE,SWE,2018,9.62
BTSX,SWE,2018,14.924
FMLE,SWE,2014,10.0249
BTSX,SWE,2014,14.786
MLE,SWZ,2010,78.6921
BTSX,SWZ,2013,44.6281
MLE,SWZ,2012,77.6724
BTSX,SWZ,2018,28.5395
FMLE,SWZ,2019,4.68
FMLE,SWZ,2013,17.8767
MLE,SWZ,2017,57.345
MLE,SWZ,2013,73.9468
FMLE,SWZ,2014,13.7729
MLE,SWZ,2015,62.5569
FMLE,SWZ,2010,25.1223
FMLE,SWZ,2018,4.17
MLE,SWZ,2011,75.7542
FMLE,SWZ,2012,20.3635
FMLE,SWZ,2011,21.3016
MLE,SWZ,2018,54.0568
BTSX,SWZ,2012,47.5703
BTSX,SWZ,2016,32.8448
BTSX,SWZ,2010,50.3861
MLE,SWZ,2019,55.1109
BTSX,SWZ,2011,47.0484
FMLE,SWZ,2015,9.48
MLE,SWZ,2014,66.8868
BTSX,SWZ,2017,30.4414
FMLE,SWZ,2017,4.95
BTSX,SWZ,2015,35.0677
BTSX,SWZ,2014,39.2481
BTSX,SWZ,2019,29.3998
MLE,SWZ,2016,60.6536
FMLE,SWZ,2016,6.72
MLE,SYC,2013,13.4494
MLE,SYC,2018,14.6712
FMLE,SYC,2017,1.46
BTSX,SYC,2018,8.23
FMLE,SYC,2015,1.48
FMLE,SYC,2014,1.52
FMLE,SYC,2011,1.54
BTSX,SYC,2016,8.02
BTSX,SYC,2013,7.67
FMLE,SYC,2019,1.4
MLE,SYC,2011,13.759
BTSX,SYC,2019,8.09
MLE,SYC,2017,14.788
MLE,SYC,2014,13.9025
MLE,SYC,2010,13.5697
FMLE,SYC,2016,1.45
BTSX,SYC,2012,7.73
BTSX,SYC,2015,8.02
BTSX,SYC,2017,8.31
MLE,SYC,2012,13.4932
FMLE,SYC,2018,1.42
FMLE,SYC,2012,1.56
BTSX,SYC,2014,7.9
FMLE,SYC,2013,1.51
MLE,SYC,2015,14.1875
MLE,SYC,2016,14.2336
BTSX,SYC,2010,7.76
FMLE,SYC,2010,1.57
MLE,SYC,2019,14.4369
BTSX,SYC,2011,7.86
BTSX,SYR,2017,1.79
FMLE,SYR,2010,0.569
FMLE,SYR,2015,0.705
FMLE,SYR,2017,0.693
BTSX,SYR,2018,1.94
MLE,SYR,2013,2.78
FMLE,SYR,2019,0.696
MLE,SYR,2016,2.58
BTSX,SYR,2015,1.74
BTSX,SYR,2019,1.95
FMLE,SYR,2016,0.658
BTSX,SYR,2013,1.75
FMLE,SYR,2014,0.74
MLE,SYR,2014,2.91
MLE,SYR,2019,3.2
BTSX,SYR,2016,1.62
MLE,SYR,2017,2.88
MLE,SYR,2011,2.39
MLE,TCD,2018,9.79
MLE,TCD,2015,10.0273
FMLE,TCD,2015,3.54
MLE,TCD,2014,10.5183
MLE,TCD,2013,10.8883
MLE,TCD,2011,11.4806
BTSX,TCD,2015,6.78
FMLE,TCD,2013,3.83
BTSX,TCD,2014,7.11
BTSX,TCD,2011,7.67
BTSX,TCD,2013,7.35
BTSX,TCD,2018,6.61
MLE,TCD,2010,11.5608
FMLE,TCD,2016,3.5
MLE,TCD,2019,9.59
BTSX,TCD,2012,7.56
FMLE,TCD,2018,3.44
BTSX,TCD,2019,6.44
FMLE,TCD,2014,3.71
BTSX,TCD,2016,6.65
MLE,TCD,2016,9.81
FMLE,TCD,2011,3.87
MLE,TCD,2012,11.2491
MLE,TCD,2017,9.9
BTSX,TCD,2017,6.73
MLE,SYR,2018,3.16
FMLE,SYR,2013,0.709
BTSX,SYR,2010,1.47
BTSX,SYR,2012,1.59
MLE,SYR,2015,2.76
FMLE,SYR,2012,0.636
BTSX,SYR,2014,1.84
FMLE,SYR,2011,0.568
MLE,SYR,2010,2.36
FMLE,SYR,2018,0.71
BTSX,SYR,2011,1.49
MLE,SYR,2012,2.53
BTSX,TCD,2010,7.68
FMLE,TCD,2010,3.83
FMLE,TCD,2017,3.57
FMLE,TCD,2019,3.3
FMLE,TCD,2012,3.88
FMLE,TGO,2019,3.86
FMLE,TGO,2018,3.85
MLE,TGO,2018,13.655
MLE,TGO,2011,15.7283
BTSX,TGO,2010,10.3585
MLE,TGO,2014,15.5315
BTSX,TGO,2018,8.73
MLE,TGO,2010,15.7329
BTSX,TGO,2014,10.1227
FMLE,TGO,2017,3.97
BTSX,TGO,2013,10.2969
MLE,TGO,2019,13.7782
FMLE,TGO,2010,5.07
MLE,TGO,2013,15.7948
FMLE,TGO,2015,4.63
BTSX,TGO,2016,9.31
FMLE,TGO,2014,4.78
BTSX,TGO,2015,9.71
MLE,TGO,2016,14.348
FMLE,TGO,2011,5.14
MLE,TGO,2012,15.8297
BTSX,TGO,2012,10.3841
MLE,TGO,2017,14.0846
BTSX,TGO,2017,9.0
MLE,TGO,2015,14.8644
FMLE,TGO,2013,4.87
FMLE,TGO,2012,5.02
BTSX,TGO,2011,10.3938
BTSX,TGO,2019,8.8
FMLE,TGO,2016,4.33
MLE,THA,2015,13.3211
BTSX,THA,2010,8.05
MLE,THA,2013,11.963
FMLE,THA,2015,3.0
MLE,THA,2010,12.6799
BTSX,THA,2012,7.87
BTSX,THA,2019,8.83
FMLE,THA,2013,3.12
FMLE,THA,2010,3.6
MLE,THA,2012,12.6101
BTSX,THA,2017,8.4
BTSX,THA,2016,8.5
BTSX,THA,2015,8.04
MLE,THA,2017,14.0749
BTSX,THA,2011,7.97
BTSX,THA,2013,7.45
BTSX,THA,2014,7.76
MLE,THA,2014,12.6668
FMLE,THA,2017,3.0
BTSX,THA,2018,8.77
MLE,THA,2019,15.0468
FMLE,THA,2016,3.03
FMLE,THA,2011,3.43
FMLE,THA,2012,3.32
FMLE,THA,2018,3.01
MLE,THA,2011,12.7104
FMLE,THA,2019,2.93
FMLE,THA,2014,3.08
MLE,THA,2016,14.2269
MLE,THA,2018,14.8248
FMLE,TJK,2011,2.63
FMLE,TJK,2016,3.08
FMLE,TJK,2017,2.96
FMLE,TJK,2018,2.89
BTSX,TJK,2011,4.03
FMLE,TJK,2019,2.83
BTSX,TJK,2014,4.06
BTSX,TJK,2017,4.2
MLE,TJK,2015,5.35
FMLE,TJK,2015,2.89
MLE,TJK,2016,5.48
MLE,TJK,2017,5.42
MLE,TJK,2011,5.4
BTSX,TJK,2019,4.28
MLE,TJK,2014,5.33
MLE,TJK,2013,5.31
FMLE,TJK,2013,2.71
BTSX,TJK,2018,4.24
MLE,TJK,2012,5.39
FMLE,TJK,2010,2.53
BTSX,TJK,2016,4.29
BTSX,TJK,2010,3.95
MLE,TJK,2019,5.7
MLE,TJK,2018,5.58
BTSX,TJK,2015,4.13
MLE,TJK,2010,5.34
FMLE,TJK,2012,2.7
FMLE,TJK,2014,2.77
BTSX,TJK,2012,4.06
BTSX,TJK,2013,4.02
MLE,TKM,2018,8.81
BTSX,TKM,2017,5.84
FMLE,TKM,2014,3.26
MLE,TKM,2017,9.01
MLE,TKM,2016,9.51
FMLE,TKM,2012,3.63
FMLE,TKM,2015,3.24
MLE,TKM,2013,10.6157
FMLE,TKM,2016,3.0
FMLE,TKM,2017,2.77
BTSX,TKM,2012,7.13
BTSX,TKM,2013,7.14
BTSX,TKM,2016,6.2
BTSX,TKM,2014,6.81
MLE,TKM,2010,13.2121
MLE,TKM,2019,8.77
FMLE,TKM,2011,3.93
FMLE,TKM,2010,3.98
BTSX,TKM,2010,8.52
MLE,TKM,2014,10.4737
BTSX,TKM,2019,5.66
MLE,TKM,2011,11.4334
BTSX,TKM,2011,7.62
MLE,TKM,2015,9.45
FMLE,TKM,2018,2.68
MLE,TKM,2012,10.7467
BTSX,TKM,2018,5.7
FMLE,TKM,2019,2.65
FMLE,TKM,2013,3.78
BTSX,TKM,2015,6.29
MLE,TLS,2016,5.13
BTSX,TLS,2010,2.96
MLE,TLS,2017,5.17
FMLE,TLS,2011,2.01
MLE,TLS,2014,4.78
BTSX,TLS,2017,3.59
MLE,TLS,2015,5.01
FMLE,TLS,2013,1.96
FMLE,TLS,2017,1.97
BTSX,TLS,2013,3.32
FMLE,TLS,2018,2.01
BTSX,TLS,2018,3.64
BTSX,TLS,2014,3.38
FMLE,TLS,2016,2.04
BTSX,TLS,2011,3.2
MLE,TLS,2013,4.65
MLE,TLS,2012,4.61
FMLE,TLS,2015,1.97
BTSX,TON,2010,4.58
FMLE,TON,2013,3.04
MLE,TON,2018,5.2
MLE,TON,2010,6.13
MLE,TON,2013,6.06
MLE,TON,2019,5.03
BTSX,TON,2015,4.6
BTSX,TON,2012,4.53
BTSX,TON,2016,4.11
FMLE,TON,2012,3.03
BTSX,TON,2017,4.15
FMLE,TON,2016,2.87
BTSX,TON,2014,4.64
MLE,TLS,2010,4.03
FMLE,TLS,2012,1.98
MLE,TLS,2011,4.36
BTSX,TLS,2019,3.69
FMLE,TLS,2014,1.95
BTSX,TLS,2012,3.31
MLE,TLS,2018,5.24
FMLE,TLS,2010,1.87
MLE,TLS,2019,5.33
FMLE,TLS,2019,2.02
BTSX,TLS,2015,3.51
BTSX,TLS,2016,3.6
FMLE,TON,2018,2.75
FMLE,TON,2015,3.06
MLE,TON,2017,5.42
MLE,TON,2016,5.35
FMLE,TON,2010,3.03
FMLE,TON,2014,3.08
FMLE,TON,2011,3.0
BTSX,TON,2019,3.82
FMLE,TON,2019,2.61
MLE,TON,2011,5.94
MLE,TON,2014,6.21
MLE,TON,2015,6.14
BTSX,TON,2013,4.55
BTSX,TON,2018,3.97
BTSX,TON,2011,4.47
FMLE,TON,2017,2.88
MLE,TON,2012,6.02
MLE,TTO,2014,16.7836
MLE,TTO,2010,18.0623
FMLE,TTO,2018,3.71
MLE,TTO,2019,13.8856
MLE,TTO,2017,15.0562
BTSX,TTO,2019,8.68
FMLE,TTO,2016,4.23
FMLE,TTO,2013,4.58
FMLE,TTO,2015,4.33
FMLE,TTO,2019,3.59
MLE,TTO,2013,17.3192
BTSX,TTO,2016,9.83
BTSX,TTO,2017,9.49
BTSX,TTO,2011,9.93
FMLE,TTO,2012,4.9
FMLE,TTO,2010,4.76
MLE,TTO,2012,14.238
BTSX,TTO,2010,11.349
BTSX,TTO,2012,9.52
MLE,TTO,2011,15.8636
BTSX,TTO,2014,10.5259
MLE,TTO,2016,15.5587
MLE,TTO,2018,14.3197
BTSX,TTO,2018,8.95
BTSX,TTO,2013,10.883
BTSX,TTO,2015,10.2001
FMLE,TTO,2011,4.1
FMLE,TTO,2017,4.05
FMLE,TTO,2014,4.4
MLE,TTO,2015,16.202
BTSX,TUN,2011,3.4
BTSX,TUN,2010,3.47
MLE,TUN,2017,4.34
BTSX,TUN,2018,3.2
BTSX,TUN,2013,3.28
MLE,TUN,2016,4.27
FMLE,TUN,2017,1.91
FMLE,TUN,2014,2.0
MLE,TUN,2011,4.67
BTSX,TUN,2019,3.27
FMLE,TUN,2019,1.92
MLE,TUN,2018,4.5
MLE,TUN,2015,4.34
MLE,TUN,2019,4.65
FMLE,TUN,2010,2.21
MLE,TUN,2014,4.44
FMLE,TUN,2012,2.1
BTSX,TUN,2016,3.08
BTSX,TUN,2017,3.12
MLE,TUN,2010,4.72
FMLE,TUN,2013,2.05
FMLE,TUN,2016,1.91
FMLE,TUN,2015,1.95
BTSX,TUN,2015,3.14
FMLE,TUN,2018,1.92
MLE,TUN,2012,4.61
BTSX,TUN,2014,3.21
FMLE,TUN,2011,2.14
BTSX,TUN,2012,3.35
MLE,TUN,2013,4.53
FMLE,TUR,2018,1.22
BTSX,TUR,2019,2.4
MLE,TUR,2014,3.36
FMLE,TUR,2013,1.22
MLE,TUR,2010,3.55
BTSX,TUR,2016,2.28
FMLE,TUR,2017,1.26
MLE,TUR,2017,3.35
BTSX,TUR,2015,2.26
BTSX,TUR,2010,2.42
MLE,TUR,2013,3.32
BTSX,TUR,2011,2.24
MLE,TUR,2011,3.3
MLE,TUR,2015,3.28
FMLE,TUR,2019,1.22
FMLE,TUR,2011,1.21
FMLE,TUR,2010,1.32
BTSX,TUR,2012,2.21
FMLE,TUR,2014,1.26
MLE,TUR,2018,3.4
BTSX,TUR,2014,2.3
MLE,TUR,2019,3.61
FMLE,TUR,2015,1.28
BTSX,TUR,2017,2.29
FMLE,TUR,2016,1.28
BTSX,TUR,2018,2.3
BTSX,TUR,2013,2.25
MLE,TUR,2012,3.26
FMLE,TUR,2012,1.2
MLE,TUR,2016,3.31
BTSX,TZA,2013,4.36
FMLE,TZA,2014,2.03
BTSX,TZA,2011,4.8
FMLE,TZA,2016,2.06
MLE,TZA,2017,6.36
FMLE,TZA,2018,1.93
MLE,TZA,2012,6.23
MLE,TZA,2015,6.36
MLE,TZA,2019,6.58
MLE,TZA,2010,7.21
MLE,TZA,2018,6.41
FMLE,TZA,2012,2.37
BTSX,TZA,2018,4.17
FMLE,TZA,2015,1.98
BTSX,TZA,2016,4.24
BTSX,TZA,2014,4.17
BTSX,TZA,2015,4.16
FMLE,TZA,2013,2.16
MLE,TZA,2014,6.32
FMLE,TZA,2019,1.95
MLE,TZA,2011,6.73
BTSX,TZA,2012,4.3
BTSX,TZA,2010,5.02
BTSX,TZA,2017,4.17
FMLE,TZA,2017,1.98
FMLE,TZA,2010,2.85
FMLE,TZA,2011,2.89
MLE,TZA,2013,6.58
MLE,TZA,2016,6.43
BTSX,TZA,2019,4.27
BTSX,UGA,2017,4.43
MLE,UGA,2011,10.2262
MLE,UGA,2013,8.88
FMLE,UGA,2019,1.68
BTSX,UGA,2012,5.65
FMLE,UGA,2015,1.69
BTSX,UGA,2018,4.44
MLE,UGA,2018,7.41
MLE,UGA,2019,7.59
MLE,UGA,2017,7.35
BTSX,UGA,2011,6.31
MLE,UGA,2016,7.78
FMLE,UGA,2017,1.6
FMLE,UGA,2011,2.54
BTSX,UGA,2016,4.74
BTSX,UGA,2019,4.59
FMLE,UGA,2013,1.71
MLE,UGA,2012,9.48
MLE,UGA,2010,10.2232
FMLE,UGA,2012,1.97
BTSX,UGA,2014,4.79
FMLE,UGA,2016,1.81
BTSX,UGA,2013,5.23
BTSX,UGA,2010,6.33
FMLE,UGA,2010,2.58
FMLE,UGA,2014,1.62
FMLE,UGA,2018,1.56
BTSX,UGA,2015,4.67
MLE,UGA,2015,7.76
MLE,UGA,2014,8.08
FMLE,UKR,2011,7.24
BTSX,UKR,2017,20.6282
MLE,UKR,2017,37.2431
MLE,UKR,2011,41.4791
MLE,UKR,2013,40.6134
FMLE,UKR,2014,7.37
FMLE,UKR,2017,6.3
FMLE,UKR,2018,6.51
BTSX,UKR,2011,23.0414
FMLE,UKR,2012,7.26
FMLE,UKR,2010,7.68
BTSX,UKR,2012,23.1116
MLE,UKR,2010,44.0385
BTSX,UKR,2019,21.632
BTSX,UKR,2018,21.9075
BTSX,UKR,2015,21.6212
FMLE,UKR,2015,6.74
MLE,UKR,2019,39.1607
BTSX,UKR,2014,24.3502
FMLE,UKR,2016,6.59
MLE,UKR,2016,38.4765
BTSX,UKR,2016,21.3507
BTSX,UKR,2013,22.6331
MLE,UKR,2018,39.7523
FMLE,UKR,2013,7.19
FMLE,UKR,2019,6.51
MLE,UKR,2012,41.5938
MLE,UKR,2014,44.1017
BTSX,UKR,2010,24.4637
MLE,UKR,2015,38.9061
BTSX,URY,2011,16.8022
BTSX,URY,2014,17.4001
FMLE,URY,2011,7.42
FMLE,URY,2010,7.15
FMLE,URY,2013,7.2
BTSX,URY,2018,21.154
FMLE,URY,2014,7.9
MLE,URY,2010,25.4229
BTSX,URY,2015,18.6431
BTSX,URY,2017,20.7885
FMLE,URY,2018,8.55
MLE,URY,2015,30.3922
FMLE,URY,2015,7.7
FMLE,URY,2019,8.89
BTSX,URY,2012,17.8282
MLE,URY,2016,33.5197
BTSX,URY,2010,15.9544
BTSX,URY,2019,21.243
BTSX,URY,2016,21.1151
MLE,URY,2012,29.3505
BTSX,URY,2013,15.8457
MLE,URY,2018,34.6548
MLE,URY,2013,25.1371
FMLE,URY,2017,8.62
MLE,URY,2017,33.8356
MLE,URY,2014,27.5987
MLE,URY,2019,34.4693
FMLE,URY,2016,9.55
FMLE,URY,2012,7.11
MLE,URY,2011,26.884
FMLE,USA,2016,6.95
FMLE,USA,2010,5.83
FMLE,USA,2015,6.77
BTSX,USA,2014,13.9702
FMLE,USA,2014,6.48
FMLE,USA,2018,7.24
MLE,USA,2012,21.0898
MLE,USA,2018,24.3049
MLE,USA,2019,24.9872
BTSX,USA,2017,15.886
BTSX,USA,2016,15.1495
MLE,USA,2014,21.6237
MLE,USA,2016,23.5281
FMLE,USA,2017,7.07
BTSX,USA,2018,15.6829
BTSX,USA,2019,16.1363
MLE,USA,2011,20.9242
MLE,USA,2017,24.8837
FMLE,USA,2011,6.03
FMLE,USA,2012,6.11
FMLE,USA,2019,7.47
MLE,USA,2015,22.1913
BTSX,USA,2015,14.3991
BTSX,USA,2010,13.1005
MLE,USA,2010,20.5481
BTSX,USA,2011,13.3902
BTSX,USA,2012,13.5126
FMLE,USA,2013,6.22
BTSX,USA,2013,13.5492
MLE,USA,2013,21.0448
BTSX,UZB,2010,8.11
MLE,UZB,2012,12.4703
FMLE,UZB,2012,5.44
FMLE,UZB,2013,5.44
FMLE,UZB,2019,4.81
MLE,UZB,2019,11.2989
FMLE,UZB,2018,5.1
MLE,UZB,2016,12.6407
BTSX,UZB,2014,8.97
FMLE,UZB,2014,5.41
MLE,UZB,2018,12.0112
FMLE,UZB,2017,5.33
BTSX,UZB,2016,9.14
FMLE,UZB,2011,4.95
BTSX,UZB,2015,9.16
MLE,UZB,2015,12.6834
FMLE,UZB,2010,4.54
BTSX,UZB,2019,8.04
BTSX,UZB,2011,8.45
BTSX,UZB,2018,8.55
BTSX,UZB,2013,8.89
MLE,UZB,2010,11.7141
BTSX,UZB,2017,8.79
MLE,UZB,2014,12.572
MLE,UZB,2011,11.9865
BTSX,UZB,2012,8.94
FMLE,UZB,2016,5.67
FMLE,UZB,2015,5.66
MLE,UZB,2013,12.3696
MLE,UZB,2017,12.2663
FMLE,VCT,2019,0.598
BTSX,VCT,2019,0.975
FMLE,VCT,2011,2.07
BTSX,VCT,2017,0.0
MLE,VCT,2017,0.0
BTSX,VCT,2018,0.998
BTSX,VCT,2010,3.0
MLE,VCT,2015,5.58
FMLE,VCT,2017,0.0
FMLE,VCT,2015,0.834
BTSX,VCT,2015,3.25
FMLE,VCT,2012,3.99
BTSX,VCT,2011,5.55
FMLE,VCT,2018,0.615
MLE,VCT,2010,5.32
MLE,VCT,2013,6.6
MLE,VCT,2011,8.89
MLE,VCT,2014,2.29
FMLE,VCT,2013,1.02
FMLE,VCT,2014,0.527
MLE,VCT,2019,1.34
BTSX,VCT,2013,3.86
FMLE,VCT,2010,0.598
MLE,VCT,2018,1.37
MLE,VCT,2012,6.78
BTSX,VCT,2014,1.43
BTSX,VCT,2012,5.41
FMLE,VCT,2016,0.727
BTSX,VCT,2016,0.65
MLE,VCT,2016,0.576
BTSX,VEN,2018,2.15
MLE,VEN,2014,3.6
MLE,VEN,2017,3.6
FMLE,VEN,2015,0.77
FMLE,VEN,2010,1.04
BTSX,VEN,2012,3.22
BTSX,VEN,2015,2.25
FMLE,VEN,2018,0.702
BTSX,VEN,2017,2.16
FMLE,VEN,2017,0.747
