"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SDGSUICIDE","PUBLISHED","2003","AFR","","ETH","BTSX","8.6 [6.1-11.8]","8.58000","6.09000","11.76200",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","ETH","BTSX","6.1 [4.5-8.3]","6.12000","4.51000","8.29000",""
"SDGSUICIDE","PUBLISHED","2009","AFR","","ETH","FMLE","4.8 [3.6-6.2]","4.75000","3.59000","6.20000",""
"SDGSUICIDE","PUBLISHED","2006","AFR","","ETH","MLE","10.5 [7.6-14.7]","10.51110","7.58000","14.66060",""
"SDGSUICIDE","PUBLISHED","2011","AFR","","ETH","MLE","9.3 [6.8-12.8]","9.30000","6.83000","12.80820",""
"SDGSUICIDE","PUBLISHED","2010","AFR","","ETH","MLE","9.7 [7.1-13.4]","9.72000","7.12000","13.44430",""
"SDGSUICIDE","PUBLISHED","2009","AFR","","ETH","BTSX","7.4 [5.5-10.0]","7.35000","5.45000","10.03820",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","ETH","BTSX","9.7 [6.7-13.2]","9.68000","6.70000","13.22430",""
"SDGSUICIDE","PUBLISHED","2006","AFR","","ETH","BTSX","7.8 [5.7-10.7]","7.84000","5.71000","10.74050",""
"SDGSUICIDE","PUBLISHED","2014","AFR","","ETH","MLE","7.8 [5.6-11.0]","7.83000","5.62000","10.95650",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","ETH","MLE","11.1 [7.8-15.5]","11.06470","7.83000","15.51770",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","ETH","FMLE","3.1 [2.2-4.2]","3.05000","2.16000","4.21000",""
"SDGSUICIDE","PUBLISHED","2005","AFR","","ETH","BTSX","8.1 [5.9-11.0]","8.07000","5.87000","11.03580",""
"SDGSUICIDE","PUBLISHED","2017","AFR","","ETH","FMLE","3.1 [2.2-4.2]","3.07000","2.17000","4.21000",""
"SDGSUICIDE","PUBLISHED","2002","AFR","","ETH","MLE","12.0 [8.4-16.6]","11.99900","8.38000","16.58230",""
"SDGSUICIDE","PUBLISHED","2010","AFR","","ETH","FMLE","4.4 [3.3-5.7]","4.40000","3.31000","5.70000",""
"SDGSUICIDE","PUBLISHED","2002","AFR","","ETH","FMLE","5.8 [4.2-7.9]","5.83000","4.20000","7.89000",""
"SDGSUICIDE","PUBLISHED","2019","AFR","","ETH","MLE","7.7 [5.3-11.2]","7.71000","5.25000","11.17940",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","ETH","MLE","7.7 [5.3-11.1]","7.73000","5.29000","11.12300",""
"SDGSUICIDE","PUBLISHED","2008","AFR","","ETH","BTSX","7.6 [5.7-10.4]","7.64000","5.66000","10.37840",""
"SDGSUICIDE","PUBLISHED","2011","AFR","","ETH","BTSX","6.7 [4.9-9.0]","6.67000","4.94000","9.04000",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","ETH","MLE","7.9 [5.5-11.0]","7.87000","5.52000","11.01370",""
"SDGSUICIDE","PUBLISHED","2013","AFR","","ETH","MLE","8.1 [5.8-11.2]","8.08000","5.82000","11.19190",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","ETH","MLE","8.6 [6.3-11.9]","8.62000","6.29000","11.85340",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","ETH","MLE","12.5 [8.5-17.2]","12.51800","8.51000","17.23230",""
"SDGSUICIDE","PUBLISHED","2002","AFR","","ETH","BTSX","8.9 [6.3-12.2]","8.91000","6.28000","12.22630",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","ETH","FMLE","3.2 [2.3-4.3]","3.17000","2.29000","4.29000",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","ETH","BTSX","9.3 [6.4-12.7]","9.25000","6.40000","12.67140",""
"SDGSUICIDE","PUBLISHED","2014","AFR","","ETH","BTSX","5.5 [4.0-7.6]","5.50000","3.97000","7.59000",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","ETH","MLE","13.3 [9.0-18.2]","13.27530","9.04000","18.18200",""
"SDGSUICIDE","PUBLISHED","2012","AFR","","ETH","FMLE","3.6 [2.7-4.7]","3.63000","2.72000","4.73000",""
"SDGSUICIDE","PUBLISHED","2007","AFR","","ETH","BTSX","7.7 [5.7-10.6]","7.73000","5.71000","10.56080",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","ETH","BTSX","8.3 [5.9-11.4]","8.29000","5.94000","11.43880",""
"SDGSUICIDE","PUBLISHED","2006","AFR","","ETH","FMLE","5.2 [3.8-6.8]","5.19000","3.84000","6.84000",""
"SDGSUICIDE","PUBLISHED","2009","AFR","","ETH","MLE","10.0 [7.3-13.9]","9.96000","7.32000","13.89890",""
"SDGSUICIDE","PUBLISHED","2004","AFR","","ETH","FMLE","5.5 [4.1-7.4]","5.52000","4.07000","7.38000",""
"SDGSUICIDE","PUBLISHED","2001","AFR","","ETH","FMLE","6.0 [4.3-8.1]","5.99000","4.31000","8.14000",""
"SDGSUICIDE","PUBLISHED","2005","AFR","","ETH","MLE","10.7 [7.7-14.9]","10.74340","7.73000","14.89080",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","ETH","MLE","7.8 [5.5-11.1]","7.78000","5.46000","11.11190",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","ETH","FMLE","3.1 [2.2-4.3]","3.11000","2.23000","4.26000",""
"SDGSUICIDE","PUBLISHED","2003","AFR","","ETH","MLE","11.5 [8.1-15.9]","11.50440","8.06000","15.88940",""
"SDGSUICIDE","PUBLISHED","2013","AFR","","ETH","BTSX","5.7 [4.1-7.7]","5.66000","4.11000","7.71000",""
"SDGSUICIDE","PUBLISHED","2018","AFR","","ETH","BTSX","5.4 [3.7-7.7]","5.39000","3.73000","7.67000",""
"SDGSUICIDE","PUBLISHED","2000","AFR","","ETH","FMLE","6.1 [4.4-8.3]","6.10000","4.37000","8.29000",""
"SDGSUICIDE","PUBLISHED","2015","AFR","","ETH","BTSX","5.5 [3.9-7.7]","5.52000","3.91000","7.65000",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","FIN","MLE","33.2 [29.5-37.1]","33.15360","29.50230","37.07940",""
"SDGSUICIDE","PUBLISHED","2003","EUR","","FIN","MLE","33.4 [29.7-37.3]","33.36570","29.70540","37.28990",""
"SDGSUICIDE","PUBLISHED","2010","EUR","","FIN","MLE","28.2 [25.0-31.7]","28.23370","25.01560","31.70520",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","FIN","FMLE","10.9 [9.3-12.7]","10.92340","9.26000","12.66560",""
"SDGSUICIDE","PUBLISHED","2006","EUR","","FIN","BTSX","21.0 [18.5-23.8]","21.03400","18.46900","23.83690",""
"SDGSUICIDE","PUBLISHED","2013","EUR","","FIN","BTSX","17.2 [14.9-19.7]","17.22400","14.94990","19.67600",""
"SDGSUICIDE","PUBLISHED","2012","EUR","","FIN","FMLE","8.4 [7.1-9.8]","8.41000","7.11000","9.79000",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","FIN","MLE","30.2 [26.7-33.9]","30.15080","26.72000","33.87210",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","FIN","BTSX","21.2 [18.7-24.0]","21.24570","18.71210","23.95230",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","FIN","MLE","33.6 [30.0-37.6]","33.60710","29.95030","37.56970",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","FIN","BTSX","24.3 [21.5-27.2]","24.29060","21.49450","27.20140",""
"SDGSUICIDE","PUBLISHED","2003","EUR","","FIN","FMLE","10.6 [9.0-12.3]","10.58540","8.99000","12.26540",""
"SDGSUICIDE","PUBLISHED","2006","EUR","","FIN","FMLE","10.5 [8.9-12.2]","10.46770","8.87000","12.23790",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","FIN","FMLE","9.6 [8.2-11.2]","9.64000","8.20000","11.20410",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","FIN","FMLE","9.5 [8.1-11.0]","9.49000","8.07000","11.03030",""
"SDGSUICIDE","PUBLISHED","2013","EUR","","FIN","FMLE","8.7 [7.3-10.3]","8.74000","7.32000","10.26320",""
"SDGSUICIDE","PUBLISHED","2019","EUR","","FIN","FMLE","7.6 [6.0-9.5]","7.59000","5.97000","9.45000",""
"SDGSUICIDE","PUBLISHED","2009","EUR","","FIN","BTSX","20.4 [17.9-23.1]","20.40240","17.90010","23.11870",""
"SDGSUICIDE","PUBLISHED","2015","EUR","","FIN","FMLE","6.6 [5.4-8.0]","6.63000","5.41000","7.96000",""
"SDGSUICIDE","PUBLISHED","2011","EUR","","FIN","BTSX","17.9 [15.7-20.4]","17.94360","15.69350","20.39160",""
"SDGSUICIDE","PUBLISHED","2013","EUR","","FIN","MLE","26.0 [22.8-29.4]","25.99720","22.83960","29.40920",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","FIN","MLE","38.0 [34.0-42.2]","37.95510","33.95770","42.19960",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","FIN","MLE","24.6 [20.3-29.4]","24.59930","20.27000","29.44940",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","FIN","BTSX","16.2 [13.2-19.5]","16.17130","13.20720","19.50360",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","FIN","FMLE","12.2 [10.4-14.0]","12.16650","10.36860","14.04750",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","FIN","BTSX","22.0 [19.4-24.8]","22.03580","19.41670","24.84790",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","FIN","MLE","32.1 [28.5-36.0]","32.09790","28.47850","35.99790",""
"SDGSUICIDE","PUBLISHED","2011","EUR","","FIN","MLE","28.0 [24.8-31.6]","28.02710","24.75030","31.60690",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","FIN","FMLE","8.0 [6.4-9.8]","7.98000","6.35000","9.84000",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","FIN","BTSX","15.2 [12.8-17.9]","15.24220","12.82100","17.92800",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","FIN","BTSX","24.1 [21.3-27.1]","24.12610","21.32390","27.09040",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","FIN","MLE","37.0 [33.2-41.0]","37.00260","33.16000","40.99320",""
"SDGSUICIDE","PUBLISHED","2019","EUR","","FIN","MLE","23.2 [18.8-28.0]","23.22170","18.84940","27.95250",""
"SDGSUICIDE","PUBLISHED","2010","EUR","","FIN","FMLE","9.3 [7.8-10.8]","9.26000","7.84000","10.80560",""
"SDGSUICIDE","PUBLISHED","2012","EUR","","FIN","BTSX","17.0 [14.8-19.3]","16.95290","14.82320","19.26370",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","FIN","BTSX","19.7 [17.3-22.3]","19.68810","17.27550","22.31070",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","FIN","MLE","23.8 [20.2-27.8]","23.76300","20.16790","27.76220",""
"SDGSUICIDE","PUBLISHED","2019","EUR","","FIN","BTSX","15.3 [12.3-18.6]","15.29460","12.31690","18.57320",""
"SDGSUICIDE","PUBLISHED","2005","EUR","","FIN","MLE","29.5 [26.2-33.1]","29.48810","26.17630","33.11610",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","FIN","BTSX","20.6 [18.1-23.3]","20.57530","18.07370","23.27010",""
"SDGSUICIDE","PUBLISHED","2017","EUR","","FIN","MLE","23.4 [19.6-27.7]","23.39340","19.57880","27.68390",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","FIN","FMLE","11.0 [9.3-12.7]","10.97730","9.35000","12.68980",""
"SDGSUICIDE","PUBLISHED","2003","EUR","","FIN","BTSX","21.7 [19.1-24.5]","21.72340","19.12060","24.50070",""
"SDGSUICIDE","PUBLISHED","2015","EUR","","FIN","MLE","21.7 [18.6-25.1]","21.66540","18.59410","25.06380",""
"SDGSUICIDE","PUBLISHED","2015","EUR","","FIN","BTSX","14.0 [11.9-16.4]","14.03160","11.89650","16.37620",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","FIN","BTSX","15.4 [13.3-17.8]","15.43460","13.29840","17.75460",""
"SDGSUICIDE","PUBLISHED","2012","EUR","","FIN","MLE","25.8 [22.8-29.1]","25.79550","22.80550","29.07360",""
"SDGSUICIDE","PUBLISHED","2009","EUR","","FIN","MLE","30.3 [26.9-34.0]","30.26630","26.86370","33.96870",""
"SDGSUICIDE","PUBLISHED","2009","EUR","","FIN","FMLE","10.9 [9.3-12.7]","10.90670","9.27000","12.67380",""
"SDGSUICIDE","PUBLISHED","2017","EUR","","FIN","BTSX","15.9 [13.2-19.0]","15.92600","13.18690","19.00500",""
"SDGSUICIDE","PUBLISHED","2017","EUR","","FIN","FMLE","8.7 [7.0-10.6]","8.68000","6.98000","10.57920",""
"SDGSUICIDE","PUBLISHED","2010","EUR","","FIN","BTSX","18.6 [16.3-21.1]","18.57220","16.26660","21.06230",""
"SDGSUICIDE","PUBLISHED","2005","EUR","","FIN","BTSX","19.9 [17.5-22.6]","19.92100","17.46560","22.60330",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","FIN","FMLE","7.5 [6.3-8.9]","7.53000","6.27000","8.90000",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","FIN","FMLE","7.0 [5.7-8.4]","6.98000","5.69000","8.39000",""
"SDGSUICIDE","PUBLISHED","2006","EUR","","FIN","MLE","32.0 [28.5-35.9]","32.04420","28.47360","35.92320",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","FIN","MLE","23.6 [20.6-26.9]","23.60300","20.55800","26.90540",""
"SDGSUICIDE","PUBLISHED","2011","EUR","","FIN","FMLE","8.2 [7.0-9.6]","8.21000","6.96000","9.57000",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","FIN","FMLE","9.8 [8.4-11.4]","9.84000","8.38000","11.38050",""
"SDGSUICIDE","PUBLISHED","2005","EUR","","FIN","FMLE","10.7 [9.1-12.5]","10.74910","9.11000","12.52480",""
"SDGSUICIDE","PUBLISHED","2011","WPR","","FJI","MLE","13.5 [9.5-18.3]","13.46670","9.53000","18.27670",""
"SDGSUICIDE","PUBLISHED","2018","WPR","","FJI","MLE","12.5 [7.9-18.6]","12.46940","7.90000","18.63760",""
"SDGSUICIDE","PUBLISHED","2003","WPR","","FJI","BTSX","9.7 [6.9-13.3]","9.69000","6.86000","13.32950",""
"SDGSUICIDE","PUBLISHED","2002","WPR","","FJI","BTSX","10.1 [7.2-14.1]","10.13960","7.16000","14.07260",""
"SDGSUICIDE","PUBLISHED","2001","WPR","","FJI","FMLE","7.5 [5.1-10.6]","7.54000","5.12000","10.55990",""
"SDGSUICIDE","PUBLISHED","2000","WPR","","FJI","MLE","13.3 [9.3-18.5]","13.26010","9.25000","18.49870",""
"SDGSUICIDE","PUBLISHED","2015","WPR","","FJI","MLE","13.0 [8.6-18.3]","12.95420","8.59000","18.33720",""
"SDGSUICIDE","PUBLISHED","2009","WPR","","FJI","BTSX","9.7 [6.8-13.1]","9.66000","6.83000","13.13510",""
"SDGSUICIDE","PUBLISHED","2001","WPR","","FJI","BTSX","10.4 [7.2-14.5]","10.41990","7.24000","14.50450",""
"SDGSUICIDE","PUBLISHED","2010","WPR","","FJI","FMLE","6.2 [4.3-8.7]","6.22000","4.26000","8.65000",""
"SDGSUICIDE","PUBLISHED","2005","WPR","","FJI","MLE","12.4 [9.0-16.8]","12.38710","8.96000","16.80610",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","FJI","MLE","13.0 [8.5-18.7]","13.00120","8.46000","18.74750",""
"SDGSUICIDE","PUBLISHED","2003","WPR","","FJI","FMLE","7.2 [5.0-9.9]","7.24000","5.03000","9.92000",""
"SDGSUICIDE","PUBLISHED","2013","WPR","","FJI","BTSX","10.0 [6.8-13.9]","9.98000","6.79000","13.92970",""
"SDGSUICIDE","PUBLISHED","2017","WPR","","FJI","MLE","12.7 [8.2-18.8]","12.73120","8.17000","18.79800",""
"SDGSUICIDE","PUBLISHED","2006","WPR","","FJI","MLE","12.3 [8.9-16.6]","12.29340","8.89000","16.61320",""
"SDGSUICIDE","PUBLISHED","2008","WPR","","FJI","FMLE","6.3 [4.4-8.7]","6.32000","4.41000","8.69000",""
"SDGSUICIDE","PUBLISHED","2012","WPR","","FJI","FMLE","6.0 [4.0-8.5]","6.00000","4.00000","8.47000",""
"SDGSUICIDE","PUBLISHED","2013","WPR","","FJI","FMLE","5.9 [3.9-8.5]","5.88000","3.85000","8.45000",""
"SDGSUICIDE","PUBLISHED","2018","WPR","","FJI","FMLE","5.7 [3.4-8.9]","5.72000","3.42000","8.88000",""
"SDGSUICIDE","PUBLISHED","2014","WPR","","FJI","FMLE","5.8 [3.7-8.6]","5.84000","3.73000","8.57000",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","FJI","FMLE","5.7 [3.5-8.7]","5.72000","3.50000","8.71000",""
"SDGSUICIDE","PUBLISHED","2008","WPR","","FJI","BTSX","9.6 [6.8-13.0]","9.60000","6.82000","13.03720",""
"SDGSUICIDE","PUBLISHED","2007","WPR","","FJI","FMLE","5.9 [4.2-8.1]","5.94000","4.15000","8.14000",""
"SDGSUICIDE","PUBLISHED","2007","WPR","","FJI","MLE","12.8 [9.2-17.3]","12.78640","9.17000","17.31810",""
"SDGSUICIDE","PUBLISHED","2011","WPR","","FJI","FMLE","6.1 [4.1-8.5]","6.06000","4.09000","8.50000",""
"SDGSUICIDE","PUBLISHED","2000","WPR","","FJI","BTSX","10.6 [7.3-14.8]","10.57030","7.28000","14.83720",""
"SDGSUICIDE","PUBLISHED","2001","WPR","","FJI","MLE","13.2 [9.3-18.3]","13.21100","9.30000","18.32120",""
"SDGSUICIDE","PUBLISHED","2005","WPR","","FJI","BTSX","9.5 [6.8-13.0]","9.54000","6.83000","12.97460",""
"SDGSUICIDE","PUBLISHED","2019","WPR","","FJI","BTSX","9.0 [5.5-13.6]","8.96000","5.53000","13.61180",""
"SDGSUICIDE","PUBLISHED","2017","WPR","","FJI","BTSX","9.3 [5.9-13.9]","9.31000","5.87000","13.92070",""
"SDGSUICIDE","PUBLISHED","2002","WPR","","FJI","FMLE","7.6 [5.2-10.5]","7.59000","5.24000","10.52550",""
"SDGSUICIDE","PUBLISHED","2006","WPR","","FJI","FMLE","6.0 [4.2-8.3]","6.03000","4.23000","8.30000",""
"SDGSUICIDE","PUBLISHED","2010","WPR","","FJI","MLE","12.9 [9.2-17.5]","12.91820","9.16000","17.54330",""
"SDGSUICIDE","PUBLISHED","2017","WPR","","FJI","FMLE","5.8 [3.5-8.9]","5.78000","3.50000","8.90000",""
"SDGSUICIDE","PUBLISHED","2014","WPR","","FJI","BTSX","9.7 [6.5-13.8]","9.69000","6.45000","13.77370",""
"SDGSUICIDE","PUBLISHED","2008","WPR","","FJI","MLE","12.8 [9.1-17.2]","12.75040","9.13000","17.20600",""
"SDGSUICIDE","PUBLISHED","2007","WPR","","FJI","BTSX","9.4 [6.7-12.8]","9.44000","6.71000","12.82590",""
"SDGSUICIDE","PUBLISHED","2018","WPR","","FJI","BTSX","9.1 [5.7-13.8]","9.14000","5.70000","13.82570",""
"SDGSUICIDE","PUBLISHED","2019","WPR","","FJI","FMLE","5.7 [3.3-8.8]","5.65000","3.34000","8.85000",""
"SDGSUICIDE","PUBLISHED","2006","WPR","","FJI","BTSX","9.2 [6.6-12.5]","9.23000","6.60000","12.54160",""
"SDGSUICIDE","PUBLISHED","2009","WPR","","FJI","FMLE","6.4 [4.4-8.8]","6.42000","4.44000","8.85000",""
"SDGSUICIDE","PUBLISHED","2013","WPR","","FJI","MLE","13.9 [9.6-19.2]","13.94110","9.63000","19.20710",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","FJI","BTSX","9.4 [6.0-13.8]","9.42000","6.02000","13.80660",""
"SDGSUICIDE","PUBLISHED","2000","WPR","","FJI","FMLE","7.8 [5.2-11.1]","7.79000","5.24000","11.05680",""
"SDGSUICIDE","PUBLISHED","2014","WPR","","FJI","MLE","13.4 [9.1-18.8]","13.41530","9.08000","18.79710",""
"SDGSUICIDE","PUBLISHED","2015","WPR","","FJI","BTSX","9.4 [6.1-13.5]","9.39000","6.11000","13.53320",""
"SDGSUICIDE","PUBLISHED","2019","WPR","","FJI","MLE","12.2 [7.7-18.2]","12.18160","7.67000","18.24580",""
"SDGSUICIDE","PUBLISHED","2012","WPR","","FJI","MLE","13.8 [9.7-18.9]","13.84750","9.71000","18.88210",""
"SDGSUICIDE","PUBLISHED","2005","WPR","","FJI","FMLE","6.6 [4.6-9.0]","6.57000","4.62000","8.99000",""
"SDGSUICIDE","PUBLISHED","2004","WPR","","FJI","BTSX","9.4 [6.7-12.8]","9.37000","6.67000","12.84670",""
"SDGSUICIDE","PUBLISHED","2004","WPR","","FJI","MLE","11.8 [8.5-16.3]","11.83050","8.49000","16.25070",""
"SDGSUICIDE","PUBLISHED","2010","WPR","","FJI","BTSX","9.6 [6.8-13.2]","9.64000","6.76000","13.19160",""
"SDGSUICIDE","PUBLISHED","2004","WPR","","FJI","FMLE","6.8 [4.8-9.3]","6.80000","4.77000","9.31000",""
"SDGSUICIDE","PUBLISHED","2003","WPR","","FJI","MLE","12.1 [8.6-16.6]","12.05520","8.62000","16.61610",""
"SDGSUICIDE","PUBLISHED","2011","WPR","","FJI","BTSX","9.8 [6.9-13.5]","9.84000","6.86000","13.49030",""
"SDGSUICIDE","PUBLISHED","2002","WPR","","FJI","MLE","12.6 [9.0-17.5]","12.60490","9.01000","17.49920",""
"SDGSUICIDE","PUBLISHED","2015","WPR","","FJI","FMLE","5.7 [3.6-8.6]","5.70000","3.55000","8.57000",""
"SDGSUICIDE","PUBLISHED","2009","WPR","","FJI","MLE","12.8 [9.1-17.2]","12.75790","9.12000","17.23960",""
"SDGSUICIDE","PUBLISHED","2012","WPR","","FJI","BTSX","10.0 [6.9-13.8]","10.00000","6.91000","13.77510",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","FRA","BTSX","14.9 [12.3-17.6]","14.88740","12.34240","17.62700",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","FRA","BTSX","19.8 [17.5-24.5]","19.81100","17.45340","24.46130",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","FRA","MLE","28.1 [25.0-31.4]","28.10070","25.02740","31.37320",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","FRA","BTSX","19.5 [17.2-21.9]","19.47060","17.17370","21.86190",""
"SDGSUICIDE","PUBLISHED","2010","EUR","","FRA","BTSX","18.2 [16.0-20.5]","18.24010","15.96730","20.53560",""
"SDGSUICIDE","PUBLISHED","2003","EUR","","FRA","FMLE","11.6 [9.9-13.2]","11.58900","9.92000","13.24120",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","FRA","BTSX","20.2 [17.8-25.0]","20.18850","17.77260","24.98040",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","FRA","MLE","21.1 [17.2-27.9]","21.06760","17.19750","27.89970",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","FRA","FMLE","8.0 [6.3-9.6]","7.96000","6.33000","9.64000",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","FRA","FMLE","11.7 [10.0-13.4]","11.73280","10.04530","13.41550",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","FRA","MLE","26.7 [23.7-34.2]","26.65440","23.67970","34.16210",""
"SDGSUICIDE","PUBLISHED","2009","EUR","","FRA","FMLE","10.4 [8.8-11.9]","10.37230","8.82000","11.90790",""
"SDGSUICIDE","PUBLISHED","2006","EUR","","FRA","BTSX","18.5 [16.3-20.7]","18.45900","16.26950","20.73230",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","FRA","FMLE","10.4 [8.9-11.8]","10.36090","8.86000","11.84120",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","FRA","FMLE","11.3 [9.7-12.9]","11.32140","9.72000","12.93300",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","FRA","BTSX","18.2 [16.0-22.6]","18.24600","16.04230","22.64330",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","FRA","BTSX","15.6 [13.3-18.0]","15.63230","13.33150","17.97140",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","FRA","MLE","28.0 [25.0-31.2]","27.98620","24.98430","31.17020",""
"SDGSUICIDE","PUBLISHED","2001","EUR","","FRA","BTSX","19.5 [17.1-21.9]","19.45660","17.14090","21.87350",""
"SDGSUICIDE","PUBLISHED","2019","EUR","","FRA","BTSX","13.8 [10.9-19.3]","13.75860","10.89560","19.32320",""
"SDGSUICIDE","PUBLISHED","2015","EUR","","FRA","FMLE","8.4 [6.8-14.0]","8.43000","6.83000","13.96210",""
"SDGSUICIDE","PUBLISHED","2015","EUR","","FRA","BTSX","15.8 [13.4-22.6]","15.83830","13.35300","22.63090",""
"SDGSUICIDE","PUBLISHED","2006","EUR","","FRA","FMLE","10.6 [9.1-12.2]","10.63410","9.13000","12.16990",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","FRA","FMLE","11.9 [10.2-17.9]","11.92410","10.20550","17.93640",""
"SDGSUICIDE","PUBLISHED","2005","EUR","","FRA","MLE","27.7 [24.7-35.4]","27.71170","24.72050","35.38840",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","FRA","FMLE","7.8 [6.0-11.9]","7.78000","6.00000","11.92350",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","FRA","MLE","26.0 [23.2-29.0]","26.02790","23.16060","29.00280",""
"SDGSUICIDE","PUBLISHED","2003","EUR","","FRA","MLE","29.2 [26.0-32.5]","29.16370","25.99530","32.47010",""
"SDGSUICIDE","PUBLISHED","2009","EUR","","FRA","BTSX","18.4 [16.2-20.7]","18.41910","16.16000","20.70110",""
"SDGSUICIDE","PUBLISHED","2019","EUR","","FRA","MLE","20.4 [16.4-27.4]","20.35210","16.36640","27.40320",""
"SDGSUICIDE","PUBLISHED","2017","EUR","","FRA","BTSX","14.6 [11.9-19.9]","14.61980","11.91960","19.90160",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","FRA","FMLE","8.8 [7.2-10.4]","8.81000","7.23000","10.38660",""
"SDGSUICIDE","PUBLISHED","2013","EUR","","FRA","FMLE","9.4 [7.9-11.0]","9.43000","7.85000","11.00140",""
"SDGSUICIDE","PUBLISHED","2011","EUR","","FRA","BTSX","18.0 [15.7-22.4]","18.01410","15.73530","22.44800",""
"SDGSUICIDE","PUBLISHED","2012","EUR","","FRA","FMLE","9.7 [8.2-15.5]","9.70000","8.17000","15.50320",""
"SDGSUICIDE","PUBLISHED","2004","EUR","","FRA","FMLE","11.5 [9.8-13.1]","11.47570","9.84000","13.12270",""
"SDGSUICIDE","PUBLISHED","2018","EUR","","FRA","BTSX","14.2 [11.4-19.7]","14.21240","11.42140","19.65850",""
"SDGSUICIDE","PUBLISHED","2002","EUR","","FRA","MLE","28.2 [25.2-31.4]","28.19890","25.16180","31.40060",""
"SDGSUICIDE","PUBLISHED","2008","EUR","","FRA","FMLE","10.4 [8.9-11.8]","10.35220","8.87000","11.82940",""
"SDGSUICIDE","PUBLISHED","2014","EUR","","FRA","MLE","22.9 [19.8-26.0]","22.88550","19.82040","26.03860",""
"SDGSUICIDE","PUBLISHED","2007","EUR","","FRA","BTSX","17.9 [15.8-20.1]","17.94600","15.78550","20.14990",""
"SDGSUICIDE","PUBLISHED","2005","EUR","","FRA","BTSX","19.1 [16.9-23.7]","19.12400","16.85150","23.67980",""
"SDGSUICIDE","PUBLISHED","2000","EUR","","FRA","MLE","29.2 [26.0-37.3]","29.16530","25.97610","37.25810",""
