"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SDGSUICIDE","PUBLISHED","2006","SEAR","","NPL","FMLE","2.3 [1.4-3.6]","2.27000","1.35000","3.56000",""
"SDGSUICIDE","PUBLISHED","2001","SEAR","","NPL","FMLE","2.0 [1.2-3.2]","2.03000","1.21000","3.22000",""
"SDGSUICIDE","PUBLISHED","2000","SEAR","","NPL","MLE","14.8 [9.0-21.1]","14.80220","8.97000","21.14920",""
"SDGSUICIDE","PUBLISHED","2015","SEAR","","NPL","MLE","15.4 [8.2-23.5]","15.43580","8.20000","23.46930",""
"SDGSUICIDE","PUBLISHED","2018","SEAR","","NPL","BTSX","8.8 [4.8-13.6]","8.82000","4.84000","13.58650",""
"SDGSUICIDE","PUBLISHED","2002","SEAR","","NPL","MLE","13.8 [8.3-19.9]","13.79340","8.27000","19.86520",""
"SDGSUICIDE","PUBLISHED","2007","SEAR","","NPL","FMLE","2.4 [1.4-3.8]","2.40000","1.42000","3.76000",""
"SDGSUICIDE","PUBLISHED","2001","SEAR","","NPL","BTSX","8.1 [4.9-11.8]","8.11000","4.90000","11.78620",""
"SDGSUICIDE","PUBLISHED","2019","SEAR","","NPL","FMLE","2.7 [1.5-4.5]","2.74000","1.53000","4.46000",""
"SDGSUICIDE","PUBLISHED","2019","SEAR","","NPL","MLE","16.4 [9.2-25.0]","16.43680","9.22000","24.95620",""
"SDGSUICIDE","PUBLISHED","2001","SEAR","","NPL","MLE","14.3 [8.6-20.4]","14.25100","8.64000","20.44780",""
"SDGSUICIDE","PUBLISHED","2011","SEAR","","NPL","MLE","15.6 [8.1-23.2]","15.57800","8.11000","23.20750",""
"SDGSUICIDE","PUBLISHED","2008","SEAR","","NPL","MLE","14.1 [7.5-20.8]","14.12340","7.52000","20.78250",""
"SDGSUICIDE","PUBLISHED","2008","SEAR","","NPL","FMLE","2.5 [1.5-3.9]","2.51000","1.46000","3.92000",""
"SDGSUICIDE","PUBLISHED","2010","SEAR","","NPL","FMLE","2.5 [1.5-4.0]","2.53000","1.45000","3.98000",""
"SDGSUICIDE","PUBLISHED","2011","SEAR","","NPL","FMLE","2.6 [1.5-4.2]","2.63000","1.48000","4.17000",""
"SDGSUICIDE","PUBLISHED","2010","SEAR","","NPL","MLE","15.0 [7.8-22.3]","15.02970","7.79000","22.31380",""
"SDGSUICIDE","PUBLISHED","2000","SEAR","","NPL","FMLE","2.3 [1.4-3.6]","2.28000","1.35000","3.63000",""
"SDGSUICIDE","PUBLISHED","2002","SEAR","","NPL","BTSX","8.0 [4.8-11.7]","7.99000","4.78000","11.67720",""
"SDGSUICIDE","PUBLISHED","2004","SEAR","","NPL","FMLE","2.1 [1.3-3.3]","2.12000","1.26000","3.32000",""
"SDGSUICIDE","PUBLISHED","2015","SEAR","","NPL","FMLE","2.7 [1.5-4.3]","2.65000","1.46000","4.30000",""
"SDGSUICIDE","PUBLISHED","2018","SEAR","","NPL","FMLE","2.7 [1.5-4.5]","2.73000","1.51000","4.45000",""
"SDGSUICIDE","PUBLISHED","2003","SEAR","","NPL","MLE","13.5 [8.0-19.5]","13.47090","7.95000","19.45650",""
"SDGSUICIDE","PUBLISHED","2012","SEAR","","NPL","MLE","15.6 [8.1-23.6]","15.64460","8.11000","23.59000",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","NPL","BTSX","8.5 [4.6-13.1]","8.54000","4.62000","13.12700",""
"SDGSUICIDE","PUBLISHED","2019","SEAR","","NPL","BTSX","9.0 [5.0-13.8]","8.99000","5.04000","13.80730",""
"SDGSUICIDE","PUBLISHED","2008","SEAR","","NPL","BTSX","8.3 [4.5-12.3]","8.28000","4.47000","12.30230",""
"SDGSUICIDE","PUBLISHED","2014","SEAR","","NPL","FMLE","2.6 [1.4-4.2]","2.62000","1.44000","4.23000",""
"SDGSUICIDE","PUBLISHED","2017","SEAR","","NPL","MLE","15.8 [8.6-24.0]","15.77640","8.60000","23.97870",""
"SDGSUICIDE","PUBLISHED","2009","SEAR","","NPL","BTSX","8.5 [4.6-12.7]","8.54000","4.55000","12.74590",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","NPL","FMLE","2.7 [1.5-4.3]","2.67000","1.47000","4.33000",""
"SDGSUICIDE","PUBLISHED","2005","SEAR","","NPL","MLE","13.5 [7.6-19.6]","13.52680","7.58000","19.60350",""
"SDGSUICIDE","PUBLISHED","2017","SEAR","","NPL","FMLE","2.7 [1.5-4.4]","2.71000","1.49000","4.41000",""
"SDGSUICIDE","PUBLISHED","2013","SEAR","","NPL","BTSX","8.7 [4.6-13.3]","8.69000","4.56000","13.26560",""
"SDGSUICIDE","PUBLISHED","2003","SEAR","","NPL","BTSX","7.8 [4.6-11.5]","7.84000","4.62000","11.47650",""
"SDGSUICIDE","PUBLISHED","2004","SEAR","","NPL","BTSX","7.7 [4.5-11.3]","7.73000","4.46000","11.27830",""
"SDGSUICIDE","PUBLISHED","2003","SEAR","","NPL","FMLE","2.3 [1.3-3.6]","2.27000","1.34000","3.60000",""
"SDGSUICIDE","PUBLISHED","2002","SEAR","","NPL","FMLE","2.3 [1.3-3.6]","2.26000","1.34000","3.60000",""
"SDGSUICIDE","PUBLISHED","2001","WPR","","NZL","FMLE","7.0 [5.9-8.3]","7.03000","5.86000","8.31000",""
"SDGSUICIDE","PUBLISHED","2009","WPR","","NZL","BTSX","11.5 [10.1-13.1]","11.52560","10.10280","13.05200",""
"SDGSUICIDE","PUBLISHED","2019","WPR","","NZL","BTSX","11.0 [9.1-13.3]","11.04670","9.12000","13.27510",""
"SDGSUICIDE","PUBLISHED","2010","WPR","","NZL","BTSX","12.6 [11.1-14.3]","12.64260","11.07180","14.33430",""
"SDGSUICIDE","PUBLISHED","2014","WPR","","NZL","FMLE","5.8 [4.8-6.9]","5.78000","4.80000","6.86000",""
"SDGSUICIDE","PUBLISHED","2003","WPR","","NZL","MLE","19.8 [17.6-22.1]","19.75370","17.55370","22.12410",""
"SDGSUICIDE","PUBLISHED","2005","WPR","","NZL","MLE","19.4 [17.4-21.6]","19.44350","17.37180","21.64600",""
"SDGSUICIDE","PUBLISHED","2015","WPR","","NZL","FMLE","6.5 [5.4-7.8]","6.52000","5.40000","7.76000",""
"SDGSUICIDE","PUBLISHED","2012","WPR","","NZL","FMLE","6.8 [5.7-7.9]","6.78000","5.73000","7.94000",""
"SDGSUICIDE","PUBLISHED","2006","WPR","","NZL","FMLE","7.0 [5.9-8.2]","6.99000","5.89000","8.18000",""
"SDGSUICIDE","PUBLISHED","2010","WPR","","NZL","FMLE","7.2 [6.0-8.4]","7.15000","6.04000","8.37000",""
"SDGSUICIDE","PUBLISHED","2013","WPR","","NZL","MLE","17.6 [15.5-19.8]","17.55420","15.47520","19.81640",""
"SDGSUICIDE","PUBLISHED","2006","WPR","","NZL","MLE","19.4 [17.4-21.7]","19.43520","17.35650","21.68930",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","NZL","FMLE","6.3 [5.2-7.6]","6.30000","5.17000","7.55000",""
"SDGSUICIDE","PUBLISHED","2000","WPR","","NZL","MLE","20.7 [18.4-23.0]","20.65840","18.41460","23.01010",""
"SDGSUICIDE","PUBLISHED","2013","WPR","","NZL","FMLE","7.0 [5.9-8.1]","6.97000","5.92000","8.14000",""
"SDGSUICIDE","PUBLISHED","2000","WPR","","NZL","FMLE","4.6 [3.9-5.5]","4.63000","3.88000","5.45000",""
"SDGSUICIDE","PUBLISHED","2018","WPR","","NZL","BTSX","11.4 [9.5-13.5]","11.36150","9.45000","13.52040",""
"SDGSUICIDE","PUBLISHED","2018","WPR","","NZL","FMLE","6.0 [4.8-7.3]","5.96000","4.82000","7.29000",""
"SDGSUICIDE","PUBLISHED","2002","WPR","","NZL","FMLE","6.3 [5.3-7.3]","6.25000","5.30000","7.27000",""
"SDGSUICIDE","PUBLISHED","2015","WPR","","NZL","BTSX","11.7 [10.0-13.6]","11.72020","10.04830","13.57750",""
"SDGSUICIDE","PUBLISHED","2013","WPR","","NZL","BTSX","12.2 [10.6-13.9]","12.17180","10.61550","13.87730",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","NZL","BTSX","12.2 [10.3-14.2]","12.15740","10.33270","14.19730",""
"SDGSUICIDE","PUBLISHED","2007","WPR","","NZL","MLE","18.7 [16.7-20.8]","18.67020","16.67450","20.83510",""
"SDGSUICIDE","PUBLISHED","2017","WPR","","NZL","MLE","19.1 [16.2-22.3]","19.05960","16.21410","22.28640",""
"SDGSUICIDE","PUBLISHED","2007","WPR","","NZL","FMLE","6.3 [5.3-7.3]","6.25000","5.25000","7.34000",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","NZL","MLE","18.2 [15.7-21.1]","18.21460","15.66700","21.06730",""
"SDGSUICIDE","PUBLISHED","2004","WPR","","NZL","FMLE","5.9 [5.0-6.9]","5.88000","4.98000","6.85000",""
"SDGSUICIDE","PUBLISHED","2000","WPR","","NZL","BTSX","12.5 [11.0-14.1]","12.49430","11.01550","14.06840",""
"SDGSUICIDE","PUBLISHED","2003","WPR","","NZL","BTSX","13.7 [11.9-15.5]","13.65290","11.92370","15.51340",""
"SDGSUICIDE","PUBLISHED","2019","WPR","","NZL","MLE","16.5 [13.8-19.6]","16.48660","13.75620","19.63120",""
"SDGSUICIDE","PUBLISHED","2002","WPR","","NZL","MLE","19.0 [16.9-21.2]","18.98060","16.93190","21.15230",""
"SDGSUICIDE","PUBLISHED","2002","WPR","","NZL","BTSX","12.5 [11.0-14.1]","12.49210","11.00120","14.07640",""
"SDGSUICIDE","PUBLISHED","2008","WPR","","NZL","FMLE","6.5 [5.4-7.5]","6.45000","5.44000","7.52000",""
"SDGSUICIDE","PUBLISHED","2001","WPR","","NZL","MLE","21.1 [18.8-23.5]","21.05970","18.81450","23.45500",""
"SDGSUICIDE","PUBLISHED","2011","WPR","","NZL","MLE","17.4 [15.5-19.5]","17.44400","15.51970","19.47370",""
"SDGSUICIDE","PUBLISHED","2008","WPR","","NZL","MLE","18.6 [16.6-20.8]","18.62070","16.60460","20.78060",""
"SDGSUICIDE","PUBLISHED","2019","WPR","","NZL","FMLE","5.8 [4.6-7.1]","5.79000","4.64000","7.13000",""
"SDGSUICIDE","PUBLISHED","2007","WPR","","NZL","BTSX","12.3 [10.8-14.0]","12.33940","10.84920","13.95270",""
"SDGSUICIDE","PUBLISHED","2005","WPR","","NZL","BTSX","12.9 [11.4-14.6]","12.93080","11.37930","14.59610",""
"SDGSUICIDE","PUBLISHED","2009","WPR","","NZL","FMLE","5.5 [4.6-6.4]","5.46000","4.59000","6.40000",""
"SDGSUICIDE","PUBLISHED","2012","WPR","","NZL","MLE","18.8 [16.6-39.8]","18.75880","16.63880","39.75020",""
"SDGSUICIDE","PUBLISHED","2004","WPR","","NZL","BTSX","12.6 [11.1-14.3]","12.63070","11.08710","14.27810",""
"SDGSUICIDE","PUBLISHED","2001","WPR","","NZL","BTSX","13.9 [12.2-15.7]","13.91050","12.21170","15.73850",""
"SDGSUICIDE","PUBLISHED","2012","WPR","","NZL","BTSX","12.7 [11.1-23.6]","12.66860","11.08850","23.56950",""
"SDGSUICIDE","PUBLISHED","2004","WPR","","NZL","MLE","19.7 [17.4-22.0]","19.66210","17.44680","22.01350",""
"SDGSUICIDE","PUBLISHED","2005","WPR","","NZL","FMLE","6.7 [5.6-7.8]","6.68000","5.63000","7.83000",""
"SDGSUICIDE","PUBLISHED","2017","WPR","","NZL","FMLE","6.6 [5.4-8.0]","6.58000","5.36000","7.96000",""
"SDGSUICIDE","PUBLISHED","2003","WPR","","NZL","FMLE","7.8 [6.5-9.2]","7.79000","6.52000","9.16000",""
"SDGSUICIDE","PUBLISHED","2009","WPR","","NZL","MLE","17.8 [15.8-20.0]","17.81970","15.81980","19.95000",""
"SDGSUICIDE","PUBLISHED","2015","WPR","","NZL","MLE","17.1 [14.9-19.6]","17.09910","14.85120","19.59560",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","OMN","MLE","10.6 [7.2-15.7]","10.59160","7.16000","15.65750",""
"SDGSUICIDE","PUBLISHED","2014","EMR","","OMN","MLE","7.2 [4.6-11.8]","7.24000","4.58000","11.75930",""
"SDGSUICIDE","PUBLISHED","2015","EMR","","OMN","MLE","7.1 [4.4-11.8]","7.05000","4.39000","11.81890",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","OMN","FMLE","1.6 [1.0-2.4]","1.57000","0.95500","2.44000",""
"SDGSUICIDE","PUBLISHED","2006","EMR","","OMN","FMLE","1.6 [1.0-2.5]","1.61000","1.00000","2.46000",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","OMN","FMLE","1.4 [0.8-2.1]","1.36000","0.84300","2.05000",""
"SDGSUICIDE","PUBLISHED","2010","EMR","","OMN","FMLE","1.5 [0.9-2.3]","1.50000","0.91800","2.29000",""
"SDGSUICIDE","PUBLISHED","2015","EMR","","OMN","FMLE","1.2 [0.7-1.9]","1.20000","0.72400","1.90000",""
"SDGSUICIDE","PUBLISHED","2016","EMR","","OMN","FMLE","1.1 [0.7-1.8]","1.13000","0.67900","1.79000",""
"SDGSUICIDE","PUBLISHED","2002","EMR","","OMN","BTSX","5.9 [3.8-9.0]","5.87000","3.78000","8.98000",""
"SDGSUICIDE","PUBLISHED","2004","EMR","","OMN","BTSX","5.9 [3.9-8.8]","5.85000","3.86000","8.82000",""
"SDGSUICIDE","PUBLISHED","2019","EMR","","OMN","BTSX","4.9 [2.9-8.6]","4.85000","2.93000","8.57000",""
"SDGSUICIDE","PUBLISHED","2018","EMR","","OMN","MLE","6.6 [4.0-11.6]","6.59000","4.01000","11.59170",""
"SDGSUICIDE","PUBLISHED","2017","EMR","","OMN","MLE","6.6 [4.0-11.5]","6.63000","4.03000","11.53490",""
"SDGSUICIDE","PUBLISHED","2013","EMR","","OMN","MLE","7.6 [4.9-11.8]","7.59000","4.86000","11.84480",""
"SDGSUICIDE","PUBLISHED","2005","EMR","","OMN","FMLE","1.5 [0.9-2.3]","1.53000","0.94800","2.34000",""
"SDGSUICIDE","PUBLISHED","2014","EMR","","OMN","FMLE","1.2 [0.7-1.9]","1.23000","0.73900","1.93000",""
"SDGSUICIDE","PUBLISHED","2006","EMR","","OMN","BTSX","6.5 [4.4-9.8]","6.53000","4.38000","9.79000",""
"SDGSUICIDE","PUBLISHED","2000","EMR","","OMN","MLE","9.8 [6.2-15.2]","9.83000","6.22000","15.23930",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","OMN","MLE","9.8 [6.3-15.1]","9.84000","6.28000","15.05450",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","OMN","MLE","9.1 [6.0-13.6]","9.10000","6.02000","13.64740",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","OMN","MLE","10.8 [7.3-16.1]","10.75620","7.27000","16.06300",""
"SDGSUICIDE","PUBLISHED","2000","EMR","","OMN","BTSX","6.2 [3.9-9.7]","6.23000","3.91000","9.69000",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","OMN","FMLE","1.6 [1.0-2.6]","1.62000","0.96400","2.57000",""
"SDGSUICIDE","PUBLISHED","2018","EMR","","OMN","BTSX","4.7 [2.9-8.2]","4.69000","2.85000","8.20000",""
"SDGSUICIDE","PUBLISHED","2016","EMR","","OMN","MLE","6.6 [4.0-11.3]","6.60000","4.02000","11.27050",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","OMN","BTSX","6.2 [3.9-9.5]","6.21000","3.93000","9.54000",""
"SDGSUICIDE","PUBLISHED","2015","EMR","","OMN","BTSX","5.0 [3.1-8.4]","5.02000","3.12000","8.37000",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","OMN","BTSX","6.8 [4.5-10.0]","6.75000","4.53000","9.99000",""
"SDGSUICIDE","PUBLISHED","2000","EMR","","OMN","FMLE","1.6 [0.9-2.6]","1.62000","0.94500","2.59000",""
"SDGSUICIDE","PUBLISHED","2009","EMR","","OMN","FMLE","1.4 [0.9-2.1]","1.39000","0.85900","2.11000",""
"SDGSUICIDE","PUBLISHED","2009","EMR","","OMN","MLE","10.0 [6.8-14.7]","10.01080","6.79000","14.71420",""
"SDGSUICIDE","PUBLISHED","2017","EMR","","OMN","FMLE","1.1 [0.6-1.7]","1.09000","0.64400","1.74000",""
"SDGSUICIDE","PUBLISHED","2018","EMR","","OMN","FMLE","1.0 [0.6-1.6]","1.01000","0.59500","1.62000",""
"SDGSUICIDE","PUBLISHED","2019","EMR","","OMN","MLE","6.8 [4.1-12.2]","6.83000","4.13000","12.16740",""
"SDGSUICIDE","PUBLISHED","2012","EMR","","OMN","FMLE","1.3 [0.8-1.9]","1.26000","0.76400","1.94000",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","OMN","BTSX","6.1 [4.0-9.2]","6.12000","4.02000","9.20000",""
"SDGSUICIDE","PUBLISHED","2010","EMR","","OMN","MLE","10.2 [6.9-15.1]","10.19170","6.88000","15.07930",""
"SDGSUICIDE","PUBLISHED","2002","EMR","","OMN","MLE","9.3 [6.0-14.2]","9.29000","6.04000","14.15480",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","OMN","BTSX","6.1 [4.0-9.3]","6.11000","4.00000","9.29000",""
"SDGSUICIDE","PUBLISHED","2013","EMR","","OMN","FMLE","1.3 [0.8-1.9]","1.25000","0.75000","1.94000",""
"SDGSUICIDE","PUBLISHED","2004","EMR","","OMN","FMLE","1.5 [0.9-2.3]","1.52000","0.92700","2.34000",""
"SDGSUICIDE","PUBLISHED","2009","EMR","","OMN","BTSX","6.5 [4.4-9.6]","6.50000","4.37000","9.58000",""
"SDGSUICIDE","PUBLISHED","2012","EMR","","OMN","BTSX","5.4 [3.5-8.2]","5.39000","3.50000","8.23000",""
"SDGSUICIDE","PUBLISHED","2017","EMR","","OMN","BTSX","4.7 [2.9-8.2]","4.74000","2.87000","8.19000",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","PAK","BTSX","9.0 [4.3-15.7]","8.97000","4.34000","15.65560",""
"SDGSUICIDE","PUBLISHED","2005","EMR","","PAK","FMLE","4.8 [3.1-7.2]","4.75000","3.14000","7.15000",""
"SDGSUICIDE","PUBLISHED","2002","EMR","","PAK","FMLE","4.8 [3.2-7.2]","4.79000","3.17000","7.21000",""
"SDGSUICIDE","PUBLISHED","2016","EMR","","PAK","MLE","13.4 [6.0-24.8]","13.41680","5.95000","24.81230",""
"SDGSUICIDE","PUBLISHED","2005","EMR","","PAK","MLE","13.0 [5.6-23.6]","12.97660","5.55000","23.56030",""
"SDGSUICIDE","PUBLISHED","2009","EMR","","PAK","MLE","12.9 [5.4-24.1]","12.85930","5.36000","24.13070",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","PAK","BTSX","8.9 [4.4-15.5]","8.93000","4.35000","15.45220",""
"SDGSUICIDE","PUBLISHED","2014","EMR","","PAK","FMLE","4.5 [3.0-6.5]","4.48000","2.95000","6.54000",""
"SDGSUICIDE","PUBLISHED","2018","EMR","","PAK","BTSX","8.9 [4.3-15.8]","8.92000","4.33000","15.78080",""
"SDGSUICIDE","PUBLISHED","2005","EMR","","PAK","BTSX","9.0 [4.4-15.6]","8.99000","4.38000","15.61300",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","PAK","FMLE","4.7 [3.1-6.8]","4.65000","3.13000","6.75000",""
"SDGSUICIDE","PUBLISHED","2000","EMR","","PAK","FMLE","4.6 [3.0-6.8]","4.55000","3.03000","6.84000",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","PAK","BTSX","9.1 [4.4-15.8]","9.05000","4.41000","15.83980",""
"SDGSUICIDE","PUBLISHED","2012","EMR","","PAK","BTSX","8.8 [4.3-15.3]","8.78000","4.29000","15.34400",""
"SDGSUICIDE","PUBLISHED","2014","EMR","","PAK","BTSX","8.9 [4.4-15.7]","8.90000","4.43000","15.68270",""
"SDGSUICIDE","PUBLISHED","2013","EMR","","PAK","MLE","13.0 [5.5-24.2]","12.96860","5.51000","24.18760",""
"SDGSUICIDE","PUBLISHED","2010","EMR","","PAK","MLE","12.8 [5.5-24.0]","12.79470","5.46000","23.97100",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","PAK","MLE","12.7 [5.6-23.6]","12.71590","5.55000","23.60460",""
"SDGSUICIDE","PUBLISHED","2000","EMR","","PAK","BTSX","8.8 [4.3-15.2]","8.79000","4.31000","15.21480",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","OMN","FMLE","1.5 [0.9-2.3]","1.49000","0.92500","2.26000",""
"SDGSUICIDE","PUBLISHED","2002","EMR","","OMN","FMLE","1.6 [0.9-2.5]","1.57000","0.94100","2.46000",""
"SDGSUICIDE","PUBLISHED","2014","EMR","","OMN","BTSX","5.1 [3.2-8.3]","5.11000","3.22000","8.28000",""
"SDGSUICIDE","PUBLISHED","2010","EMR","","OMN","BTSX","6.7 [4.5-10.0]","6.74000","4.51000","10.00510",""
"SDGSUICIDE","PUBLISHED","2012","EMR","","OMN","MLE","7.9 [5.1-12.0]","7.85000","5.13000","11.97650",""
"SDGSUICIDE","PUBLISHED","2016","EMR","","OMN","BTSX","4.7 [2.9-8.0]","4.72000","2.87000","8.01000",""
"SDGSUICIDE","PUBLISHED","2004","EMR","","OMN","MLE","9.2 [6.2-13.9]","9.22000","6.15000","13.88150",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","OMN","BTSX","6.8 [4.6-10.2]","6.83000","4.58000","10.21420",""
"SDGSUICIDE","PUBLISHED","2005","EMR","","OMN","BTSX","6.0 [4.0-8.9]","5.95000","3.98000","8.91000",""
"SDGSUICIDE","PUBLISHED","2013","EMR","","OMN","BTSX","5.3 [3.4-8.3]","5.29000","3.37000","8.25000",""
"SDGSUICIDE","PUBLISHED","2005","EMR","","OMN","MLE","9.3 [6.3-14.0]","9.35000","6.30000","13.95180",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","OMN","MLE","9.7 [6.4-14.7]","9.70000","6.40000","14.69600",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","OMN","FMLE","1.4 [0.8-2.1]","1.37000","0.83600","2.09000",""
"SDGSUICIDE","PUBLISHED","2019","EMR","","OMN","FMLE","1.0 [0.6-1.6]","0.99700","0.58300","1.59000",""
"SDGSUICIDE","PUBLISHED","2006","EMR","","OMN","MLE","10.2 [6.9-15.3]","10.23960","6.93000","15.30450",""
"SDGSUICIDE","PUBLISHED","2018","WPR","","NZL","MLE","16.9 [14.2-20.0]","16.94300","14.24540","19.96190",""
"SDGSUICIDE","PUBLISHED","2014","WPR","","NZL","MLE","17.0 [14.9-19.4]","17.01340","14.90260","19.35720",""
"SDGSUICIDE","PUBLISHED","2010","WPR","","NZL","MLE","18.3 [16.3-20.5]","18.33540","16.28600","20.52080",""
"SDGSUICIDE","PUBLISHED","2014","WPR","","NZL","BTSX","11.3 [9.8-13.0]","11.30240","9.77000","13.00250",""
"SDGSUICIDE","PUBLISHED","2017","WPR","","NZL","BTSX","12.7 [10.7-15.0]","12.71450","10.69550","15.00430",""
"SDGSUICIDE","PUBLISHED","2011","WPR","","NZL","FMLE","5.5 [4.7-6.5]","5.54000","4.68000","6.47000",""
"SDGSUICIDE","PUBLISHED","2006","WPR","","NZL","BTSX","13.1 [11.5-14.8]","13.08950","11.51070","14.79970",""
"SDGSUICIDE","PUBLISHED","2008","WPR","","NZL","BTSX","12.4 [10.9-14.0]","12.41740","10.91670","14.02420",""
"SDGSUICIDE","PUBLISHED","2011","WPR","","NZL","BTSX","11.4 [10.0-12.9]","11.38610","10.00370","12.85930",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","PAK","MLE","12.9 [5.5-23.4]","12.90950","5.52000","23.36890",""
"SDGSUICIDE","PUBLISHED","2002","EMR","","PAK","BTSX","9.1 [4.5-15.6]","9.05000","4.49000","15.64320",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","PAK","MLE","13.1 [5.6-24.1]","13.09240","5.59000","24.09910",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","PAK","FMLE","4.9 [3.2-7.3]","4.86000","3.22000","7.31000",""
"SDGSUICIDE","PUBLISHED","2015","EMR","","PAK","FMLE","4.5 [2.9-6.6]","4.45000","2.93000","6.56000",""
"SDGSUICIDE","PUBLISHED","2008","EMR","","PAK","MLE","13.0 [5.5-24.0]","13.02040","5.48000","24.03260",""
"SDGSUICIDE","PUBLISHED","2010","EMR","","PAK","BTSX","8.8 [4.3-15.5]","8.80000","4.29000","15.54700",""
"SDGSUICIDE","PUBLISHED","2001","EMR","","PAK","FMLE","4.7 [3.1-7.0]","4.68000","3.11000","7.01000",""
"SDGSUICIDE","PUBLISHED","2004","EMR","","PAK","FMLE","4.9 [3.2-7.3]","4.87000","3.23000","7.32000",""
"SDGSUICIDE","PUBLISHED","2012","EMR","","PAK","FMLE","4.5 [3.0-6.5]","4.49000","2.97000","6.50000",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","PAK","BTSX","8.7 [4.3-15.4]","8.74000","4.32000","15.36170",""
"SDGSUICIDE","PUBLISHED","2011","EMR","","PAK","FMLE","4.5 [3.0-6.6]","4.53000","3.01000","6.61000",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","PAK","BTSX","9.1 [4.5-16.0]","9.14000","4.48000","15.95360",""
"SDGSUICIDE","PUBLISHED","2000","EMR","","PAK","MLE","12.8 [5.5-23.1]","12.76060","5.52000","23.06090",""
"SDGSUICIDE","PUBLISHED","2006","EMR","","PAK","MLE","13.2 [5.6-24.4]","13.24350","5.63000","24.38170",""
"SDGSUICIDE","PUBLISHED","2017","EMR","","PAK","BTSX","9.1 [4.5-16.1]","9.09000","4.45000","16.05030",""
"SDGSUICIDE","PUBLISHED","2002","EMR","","PAK","MLE","13.0 [5.7-23.6]","13.04940","5.72000","23.55660",""
"SDGSUICIDE","PUBLISHED","2018","EMR","","PAK","FMLE","4.4 [2.8-6.5]","4.35000","2.82000","6.45000",""
"SDGSUICIDE","PUBLISHED","2015","EMR","","PAK","BTSX","9.0 [4.3-15.7]","8.97000","4.33000","15.65350",""
"SDGSUICIDE","PUBLISHED","2006","EMR","","PAK","FMLE","4.9 [3.2-7.2]","4.86000","3.24000","7.19000",""
"SDGSUICIDE","PUBLISHED","2003","EMR","","PAK","MLE","13.2 [5.7-24.1]","13.15980","5.67000","24.06790",""
"SDGSUICIDE","PUBLISHED","2004","EMR","","PAK","BTSX","9.2 [4.4-16.0]","9.17000","4.44000","15.96980",""
"SDGSUICIDE","PUBLISHED","2013","EMR","","PAK","BTSX","8.9 [4.3-15.6]","8.86000","4.28000","15.62640",""
"SDGSUICIDE","PUBLISHED","2013","EMR","","PAK","FMLE","4.5 [3.0-6.5]","4.50000","2.98000","6.54000",""
"SDGSUICIDE","PUBLISHED","2009","EMR","","PAK","BTSX","8.8 [4.2-15.7]","8.84000","4.24000","15.66110",""
"SDGSUICIDE","PUBLISHED","2016","EMR","","PAK","FMLE","4.5 [3.0-6.6]","4.50000","2.96000","6.61000",""
"SDGSUICIDE","PUBLISHED","2015","EMR","","PAK","MLE","13.2 [5.7-24.2]","13.23040","5.66000","24.23120",""
"SDGSUICIDE","PUBLISHED","2017","EMR","","PAK","MLE","13.5 [5.9-25.0]","13.45740","5.90000","24.98650",""
"SDGSUICIDE","PUBLISHED","2017","EMR","","PAK","FMLE","4.5 [2.9-6.6]","4.46000","2.91000","6.58000",""
"SDGSUICIDE","PUBLISHED","2007","EMR","","PAK","FMLE","4.7 [3.2-7.1]","4.74000","3.15000","7.05000",""
"SDGSUICIDE","PUBLISHED","2009","EMR","","PAK","FMLE","4.6 [3.1-6.7]","4.57000","3.05000","6.66000",""
